"Class","Ticket","Date","Tree","FixVersion","AffectedVersion"
"LedgerMetadataImpl.java","BOOKKEEPER-667","2013-08-13 14:32","tree fa865c5567f6c52d7ef685c7ff2ebcc705bf56cf ------","4.3.0","4.2.1"
"BookieRecoveryTest.java","BOOKKEEPER-667","2013-08-13 14:32","tree fa865c5567f6c52d7ef685c7ff2ebcc705bf56cf ------","4.3.0","4.2.1"
"EntryLogger.java","BOOKKEEPER-664","2013-10-22 07:44","tree 92133aaccbff38a5ec7c5d53a0dc11027494a654 ------","4.2.2","4.2.1"
"GarbageCollectorThread.java","BOOKKEEPER-664","2013-10-22 07:44","tree 92133aaccbff38a5ec7c5d53a0dc11027494a654 ------","4.2.2","4.2.1"
"CompactionTest.java","BOOKKEEPER-664","2013-10-22 07:44","tree 92133aaccbff38a5ec7c5d53a0dc11027494a654 ------","4.2.2","4.2.1"
"ServerConfiguration.java","BOOKKEEPER-664","2013-10-22 07:44","tree 92133aaccbff38a5ec7c5d53a0dc11027494a654 ------","4.2.2","4.2.1"
"EntryLogger.java","BOOKKEEPER-664","2013-10-22 07:44","tree 92133aaccbff38a5ec7c5d53a0dc11027494a654 ------","4.3.0","4.2.1"
"GarbageCollectorThread.java","BOOKKEEPER-664","2013-10-22 07:44","tree 92133aaccbff38a5ec7c5d53a0dc11027494a654 ------","4.3.0","4.2.1"
"CompactionTest.java","BOOKKEEPER-664","2013-10-22 07:44","tree 92133aaccbff38a5ec7c5d53a0dc11027494a654 ------","4.3.0","4.2.1"
"ServerConfiguration.java","BOOKKEEPER-664","2013-10-22 07:44","tree 92133aaccbff38a5ec7c5d53a0dc11027494a654 ------","4.3.0","4.2.1"
"JournalChannel.java","BOOKKEEPER-636","2013-07-04 14:01","tree e79ff2eb54f0e4bee6f86cdf3f7d904b871c2ad9 ------","4.2.2","4.2.1"
"Journal.java","BOOKKEEPER-636","2013-07-04 14:01","tree e79ff2eb54f0e4bee6f86cdf3f7d904b871c2ad9 ------","4.2.2","4.2.1"
"JournalChannel.java","BOOKKEEPER-636","2013-07-04 14:01","tree e79ff2eb54f0e4bee6f86cdf3f7d904b871c2ad9 ------","4.3.0","4.2.1"
"Journal.java","BOOKKEEPER-636","2013-07-04 14:01","tree e79ff2eb54f0e4bee6f86cdf3f7d904b871c2ad9 ------","4.3.0","4.2.1"
"BookKeeperAdmin.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.2.2","4.2.1"
"AuditorElector.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.2.2","4.2.1"
"Auditor.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.2.2","4.2.1"
"AutoRecoveryMainTest.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.2.2","4.2.1"
"BookiesListener.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.2.2","4.2.1"
"AuditorLedgerCheckerTest.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.2.2","4.2.1"
"BookKeeperAdmin.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.3.0","4.2.1"
"AuditorElector.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.3.0","4.2.1"
"Auditor.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.3.0","4.2.1"
"AutoRecoveryMainTest.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.3.0","4.2.1"
"BookiesListener.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.3.0","4.2.1"
"AuditorLedgerCheckerTest.java","BOOKKEEPER-632","2013-08-21 13:19","tree 560d294720e17e27908b65b6c4fb3b43274e881e ------","4.3.0","4.2.1"
"LedgerCloseTest.java","BOOKKEEPER-623","2013-06-26 03:27","tree 086c6c3ce462566657f9e10a94ead731c50cc569 ------","4.2.2","4.2.1"
"LedgerCloseTest.java","BOOKKEEPER-623","2013-06-26 03:27","tree 086c6c3ce462566657f9e10a94ead731c50cc569 ------","4.3.0","4.2.1"
"BookieInitializationTest.java","BOOKKEEPER-619","2013-06-21 18:51","tree cfdf97e58fa188d30c11c6830a8f08fcb3618087 ------","4.2.2","4.2.1"
"BookieInitializationTest.java","BOOKKEEPER-619","2013-06-21 18:51","tree cfdf97e58fa188d30c11c6830a8f08fcb3618087 ------","4.3.0","4.2.1"
"ReadOnlyBookieTest.java","BOOKKEEPER-583","2013-03-25 06:48","tree effa3e92e565b3460aa3987b8a3c1ea805f3ba1c ------","4.2.2","4.2.1"
"ReadOnlyBookieTest.java","BOOKKEEPER-583","2013-03-25 06:48","tree effa3e92e565b3460aa3987b8a3c1ea805f3ba1c ------","4.3.0","4.2.1"
"Bookie.java","BOOKKEEPER-313","2013-06-21 19:26","tree be3055f2a9cc4969c0e94ec5479d6adf00eec492 ------","4.2.2","4.2.1"
"BookieShutdownTest.java","BOOKKEEPER-313","2013-06-21 19:26","tree be3055f2a9cc4969c0e94ec5479d6adf00eec492 ------","4.2.2","4.2.1"
"Bookie.java","BOOKKEEPER-313","2013-06-21 19:26","tree be3055f2a9cc4969c0e94ec5479d6adf00eec492 ------","4.3.0","4.2.1"
"BookieShutdownTest.java","BOOKKEEPER-313","2013-06-21 19:26","tree be3055f2a9cc4969c0e94ec5479d6adf00eec492 ------","4.3.0","4.2.1"
"PerChannelBookieClient.java","BOOKKEEPER-688","2013-10-22 07:35","tree 6108a2b0546199dbdae765c9d6f03ef47a294ddc ------","4.3.0","4.2.0"
"PerChannelBookieClient.java","BOOKKEEPER-688","2013-10-22 07:35","tree 6108a2b0546199dbdae765c9d6f03ef47a294ddc ------","4.2.3","4.2.0"
"BookieInitializationTest.java","BOOKKEEPER-686","2013-10-02 07:01","tree bdd19148d01e2d526b102178891f2dbde9b6b095 ------","4.3.0","4.2.0"
"Bookie.java","BOOKKEEPER-686","2013-10-02 07:01","tree bdd19148d01e2d526b102178891f2dbde9b6b095 ------","4.3.0","4.2.0"
"LedgerDirsManager.java","BOOKKEEPER-686","2013-10-02 07:01","tree bdd19148d01e2d526b102178891f2dbde9b6b095 ------","4.3.0","4.2.0"
"BookKeeperAdmin.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"LedgerFragmentReplicator.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"BKException.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"BookKeeperCloseTest.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"LedgerHandle.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"PendingAddOp.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"BookKeeper.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"LedgerChecker.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"LedgerOpenOp.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"CleanupLedgerManager.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"ReadLastConfirmedOp.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"PerChannelBookieClient.java","BOOKKEEPER-654","2014-02-21 19:01","tree 4cdc5225d81aafa5d3ccceffb1d14590b5a873c2 ------","4.3.0","4.2.0"
"ClientConfiguration.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.3.0","4.2.0"
"SlowBookieTest.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.3.0","4.2.0"
"BookieClient.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.3.0","4.2.0"
"TestSpeculativeRead.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.3.0","4.2.0"
"BenchThroughputLatency.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.3.0","4.2.0"
"LedgerCloseTest.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.3.0","4.2.0"
"BenchReadThroughputLatency.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.3.0","4.2.0"
"TestReadTimeout.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.3.0","4.2.0"
"PerChannelBookieClient.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.3.0","4.2.0"
"ClientConfiguration.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.2.3","4.2.0"
"SlowBookieTest.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.2.3","4.2.0"
"BookieClient.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.2.3","4.2.0"
"TestSpeculativeRead.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.2.3","4.2.0"
"BenchThroughputLatency.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.2.3","4.2.0"
"LedgerCloseTest.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.2.3","4.2.0"
"BenchReadThroughputLatency.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.2.3","4.2.0"
"TestReadTimeout.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.2.3","4.2.0"
"PerChannelBookieClient.java","BOOKKEEPER-602","2013-10-29 05:14","tree dbad826dbd34a3e9be25c2efdb4d51c4754f4d88 ------","4.2.3","4.2.0"
"BookieServer.java","BOOKKEEPER-641","2013-07-03 17:39","tree b11dd61231791fe65d0bbd88bd7657ac04407a09 ------","4.3.0","4.2.1"
"BenchThroughputLatency.java","BOOKKEEPER-768","2014-07-15 09:09","tree c5851aff651d8e627aa2d7b3c7127e9981e04432 ------","4.3.0","4.2.2"
"BookieNettyServer.java","BOOKKEEPER-638","2013-10-11 16:18","tree 52d711b92305da2107157e4b1f02081c0cc8190f ------","4.3.0","4.3.0"
"TestRackawareEnsemblePlacementPolicy.java","BOOKKEEPER-633","2013-06-26 03:35","tree 4c0782473dae9508d9737ce86db8b61d5079614d ------","4.3.0","4.3.0"
"LedgerHandle.java","BOOKKEEPER-848","2015-04-21 09:39","tree c168cea0a3f3e80c96fb94d71fdaff76df439a7f ------","4.4.0","4.3.0"
"BookieInitializationTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"LocalBookKeeper.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"ReadOnlyBookieTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"TestEntryLog.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"UpgradeTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"CompactionTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"ZooKeeperUtil.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"ConcurrentLedgerTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"BookieJournalTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"BookieZKExpireTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"BookieClientTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"CookieTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"LedgerDirsManagerTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"LedgerCacheTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"IOUtils.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"TestDiskChecker.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"BookKeeperClusterTestCase.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.4.0","4.3.0"
"BookieInitializationTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"LocalBookKeeper.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"ReadOnlyBookieTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"TestEntryLog.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"UpgradeTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"CompactionTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"ZooKeeperUtil.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"ConcurrentLedgerTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"BookieJournalTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"BookieZKExpireTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"BookieClientTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"CookieTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"LedgerDirsManagerTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"LedgerCacheTest.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"IOUtils.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"TestDiskChecker.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"BookKeeperClusterTestCase.java","BOOKKEEPER-814","2014-12-10 19:43","tree 05768d7014b80df4256e071c36c649040bb0f57c ------","4.3.1","4.3.0"
"BookieShell.java","BOOKKEEPER-813","2014-12-06 07:47","tree 9c45487ab72f24742b8314bce7fef9549a68d0f6 ------","4.4.0","4.3.0"
"BookieShell.java","BOOKKEEPER-813","2014-12-06 07:47","tree 9c45487ab72f24742b8314bce7fef9549a68d0f6 ------","4.3.1","4.3.0"
"CleanupLedgerManager.java","BOOKKEEPER-804","2014-12-06 07:38","tree 2f24ef83e5954bb382d204b71e44b65f756d4f8c ------","4.4.0","4.3.0"
"BookKeeperCloseTest.java","BOOKKEEPER-804","2014-12-06 07:38","tree 2f24ef83e5954bb382d204b71e44b65f756d4f8c ------","4.4.0","4.3.0"
"CleanupLedgerManager.java","BOOKKEEPER-804","2014-12-06 07:38","tree 2f24ef83e5954bb382d204b71e44b65f756d4f8c ------","4.3.1","4.3.0"
"BookKeeperCloseTest.java","BOOKKEEPER-804","2014-12-06 07:38","tree 2f24ef83e5954bb382d204b71e44b65f756d4f8c ------","4.3.1","4.3.0"
"CodahaleOpStatsTest.java","BOOKKEEPER-797","2014-11-19 18:00","tree a214d88c83949d1aea0062e469803af5cb464448 ------","4.4.0","4.3.0"
"AuthHandler.java","BOOKKEEPER-917","2016-04-10 05:58","tree 4398e5e5bb1568e1033510114a059121028dd29c ------","4.4.0","4.4.0"
"GarbageCollectorThread.java","BOOKKEEPER-926","2016-05-04 15:55","tree 1b0df4cbd6745d5a1d03589caa1a254739a0da3d ------","4.4.0","4.3.1"
"CompactionTest.java","BOOKKEEPER-926","2016-05-04 15:55","tree 1b0df4cbd6745d5a1d03589caa1a254739a0da3d ------","4.4.0","4.3.1"
"TestReplicationWorker.java","BOOKKEEPER-911","2016-04-27 09:00","tree 0832ca87b8b7d574092b7246fd0f7453ce6dbcc8 ------","4.4.0","4.3.2"
"ZooKeeperUtil.java","BOOKKEEPER-910","2016-04-05 21:52","tree 01c7767c2ca5afbcc2b6a523c33cf86495b1c4ab ------","4.4.0","4.3.2"
"AuditorLedgerCheckerTest.java","BOOKKEEPER-898","2016-03-08 07:18","tree a2edeada552c98edfcdef8f78f50db19ebafd826 ------","4.4.0","4.3.2"
"BookKeeperAdmin.java","BOOKKEEPER-898","2016-03-08 07:18","tree a2edeada552c98edfcdef8f78f50db19ebafd826 ------","4.4.0","4.3.2"
"Auditor.java","BOOKKEEPER-898","2016-03-08 07:18","tree a2edeada552c98edfcdef8f78f50db19ebafd826 ------","4.4.0","4.3.2"
"AbstractZkLedgerManager.java","BOOKKEEPER-890","2016-02-09 08:23","tree 0854b340e5f57df01538daa1916fd9f569882e30 ------","4.4.0","4.3.2"
"Bookie.java","BOOKKEEPER-852","2017-03-28 22:37","tree 2c97b7f92b675bc96be336141b7913ffbda35fcb ------","4.5.0","4.3.0"
"GcLedgersTest.java","BOOKKEEPER-852","2017-03-28 22:37","tree 2c97b7f92b675bc96be336141b7913ffbda35fcb ------","4.5.0","4.3.0"
"SyncThreadTest.java","BOOKKEEPER-852","2017-03-28 22:37","tree 2c97b7f92b675bc96be336141b7913ffbda35fcb ------","4.5.0","4.3.0"
"LedgerStorage.java","BOOKKEEPER-852","2017-03-28 22:37","tree 2c97b7f92b675bc96be336141b7913ffbda35fcb ------","4.5.0","4.3.0"
"LedgerStorageTest.java","BOOKKEEPER-852","2017-03-28 22:37","tree 2c97b7f92b675bc96be336141b7913ffbda35fcb ------","4.5.0","4.3.0"
"HandleFactoryImpl.java","BOOKKEEPER-852","2017-03-28 22:37","tree 2c97b7f92b675bc96be336141b7913ffbda35fcb ------","4.5.0","4.3.0"
"LedgerManagerTestCase.java","BOOKKEEPER-852","2017-03-28 22:37","tree 2c97b7f92b675bc96be336141b7913ffbda35fcb ------","4.5.0","4.3.0"
"InterleavedLedgerStorage.java","BOOKKEEPER-852","2017-03-28 22:37","tree 2c97b7f92b675bc96be336141b7913ffbda35fcb ------","4.5.0","4.3.0"
"ReplicationWorker.java","BOOKKEEPER-1031","2017-04-11 20:14","tree 6373d66c4212c5fb4bcc1b2f3fed93c0d3cc40c5 ------","4.5.0","4.4.0"
"TestAuth.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"ClientConfiguration.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"AuthHandler.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"BookieAuthProvider.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"AuthCallbacks.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"TestBackwardCompatCMS42.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"BookieNettyServer.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"BookieConnectionPeer.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"ClientConnectionPeer.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"AuthAutoRecoveryTest.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"AuthProviderFactoryFactory.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"AuthToken.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"PerChannelBookieClient.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"ClientAuthProvider.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"AbstractConfiguration.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"BookieRequestProcessor.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"BookKeeperPrincipal.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"TestPerChannelBookieClient.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"ConnectionPeer.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"package-info.java","BOOKKEEPER-959","2017-01-31 02:14","tree 2fa02bf21dc1841cf5ee5c30087d60dfa24bae55 ------","4.5.0","4.4.0"
"LedgerHandleAdv.java","BOOKKEEPER-927","2016-07-26 00:22","tree 0b3705ba03739b3a04f84269af8399b421acf365 ------","4.5.0","4.3.2"
"LedgerHandleAdv.java","BOOKKEEPER-924","2016-10-13 09:27","tree bf823000cc2827958beba614671f89cb1de7c456 ------","4.5.0","4.3.2"
"BookKeeperAdmin.java","BOOKKEEPER-924","2016-10-13 09:27","tree bf823000cc2827958beba614671f89cb1de7c456 ------","4.5.0","4.3.2"
"BookKeeper.java","BOOKKEEPER-924","2016-10-13 09:27","tree bf823000cc2827958beba614671f89cb1de7c456 ------","4.5.0","4.3.2"
"BKException.java","BOOKKEEPER-908","2016-07-11 22:53","tree 4afc908ae4880cb16b37c07555e5a343945a8d92 ------","4.5.0","4.3.2"
"LedgerMetadataCreationTest.java","BOOKKEEPER-1103","2017-07-28 22:34","tree 93fea7e42efff503c758ae40367f1d870fa16a32 ------","4.5.0","4.5.0"
"BookieInfoReader.java","BOOKKEEPER-1102","2017-08-01 08:34","tree 4dba2e3de7a6f79798c80b1d2d606fad0ec621a4 ------","4.5.0","4.5.0"
"BookKeeperClusterTestCase.java","BOOKKEEPER-1102","2017-08-01 08:34","tree 4dba2e3de7a6f79798c80b1d2d606fad0ec621a4 ------","4.5.0","4.5.0"
"ClientConfiguration.java","BOOKKEEPER-1102","2017-08-01 08:34","tree 4dba2e3de7a6f79798c80b1d2d606fad0ec621a4 ------","4.5.0","4.5.0"
"BookKeeperDiskSpaceWeightedLedgerPlacementTest.java","BOOKKEEPER-1102","2017-08-01 08:34","tree 4dba2e3de7a6f79798c80b1d2d606fad0ec621a4 ------","4.5.0","4.5.0"
"BookieNettyServer.java","BOOKKEEPER-1071","2017-06-01 09:47","tree a29b6b84b49c973f8afbfc45e4c2297eab2fffb7 ------","4.5.0","4.5.0"
"IndexPersistenceMgr.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","4.5.0","4.5.0"
"ZkLedgerUnderreplicationManager.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","4.5.0","4.5.0"
"BenchThroughputLatency.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","4.5.0","4.5.0"
"AuditorElector.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","4.5.0","4.5.0"
"FileSystemUpgrade.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","4.5.0","4.5.0"
