"5","CodahaleMetricsProvider.java","YES"
"2","TestFencing.java","YES"
"1","TestFencing.java","YES"
"5","ReplicationWorker.java","YES"
"5","TestMetaStore.java","YES"
"6","CodahaleMetricsProvider.java","YES"
"4","ReplicationWorker.java","YES"
"5","TestFencing.java","YES"
"1","DigestManager.java","YES"
"1","SnapshotMap.java","YES"
"4","SystemPropertiesConfigurationTest.java","YES"
"2","FileSystemUpgrade.java","YES"
"1","FileSystemUpgrade.java","YES"
"5","FileSystemUpgrade.java","YES"
"5","AuditorElector.java","YES"
"4","AuditorElector.java","YES"
"4","RegionAwareEnsemblePlacementPolicy.java","YES"
"4","StatsLogger.java","YES"
"2","BookieFailureTest.java","YES"
"4","NullStatsLogger.java","YES"
"1","BookieFailureTest.java","YES"
"4","BookKeeperCloseTest.java","YES"
"5","BookKeeperCloseTest.java","YES"
"7","BookKeeperCloseTest.java","YES"
"5","BookieFailureTest.java","YES"
"1","BookieRecoveryTest.java","YES"
"7","IOUtils.java","YES"
"2","BookieRecoveryTest.java","YES"
"1","BenchBookie.java","YES"
"2","IOUtils.java","YES"
"5","BookieRecoveryTest.java","YES"
"1","MacDigestManager.java","YES"
"1","BKStats.java","YES"
"1","LedgerCacheTest.java","YES"
"5","LedgerCacheTest.java","YES"
"4","LedgerCacheTest.java","YES"
"7","SyncThreadTest.java","YES"
"7","LedgerCacheTest.java","YES"
"5","SyncThreadTest.java","YES"
"7","LedgerManagerTestCase.java","YES"
"4","LedgerManagerTestCase.java","YES"
"5","BookiesListener.java","YES"
"4","LedgerOpenOp.java","YES"
"4","InMemoryMetastoreCursor.java","YES"
"5","SyncThread.java","YES"
"1","LedgerOpenOp.java","YES"
"1","LedgerManagerTestCase.java","YES"
"1","BookieInitializationTest.java","YES"
"2","ReadOnlyBookieTest.java","YES"
"2","BookieInitializationTest.java","YES"
"5","BookieInitializationTest.java","YES"
"4","ReadOnlyBookieTest.java","YES"
"5","ReadOnlyBookieTest.java","YES"
"4","BookieInitializationTest.java","YES"
"7","BookieInitializationTest.java","YES"
"7","ReadOnlyBookieTest.java","YES"
"1","TestClient.java","YES"
"7","UpgradeTest.java","YES"
"2","BookieReadWriteTest.java","YES"
"1","BookieReadWriteTest.java","YES"
"4","ConfigurationTest.java","YES"
"2","TestClient.java","YES"
"5","ConfigurationTest.java","YES"
"6","BookieLedgerIndexer.java","YES"
"2","UpgradeTest.java","YES"
"1","UpgradeTest.java","YES"
"5","BookieReadWriteTest.java","YES"
"1","ConfigurationTest.java","YES"
"4","SlowBookieTest.java","YES"
"1","AsyncCallback.java","YES"
"4","FileInfo.java","YES"
"6","SlowBookieTest.java","YES"
"7","FileInfo.java","YES"
"1","LedgerDeleteTest.java","YES"
"5","ReplicationException.java","YES"
"1","FileInfo.java","YES"
"5","BookieAutoRecoveryTest.java","YES"
"2","FileInfo.java","YES"
"5","LedgerDeleteTest.java","YES"
"1","BufferedChannel.java","YES"
"6","PerChannelBookieClient.java","YES"
"5","CheckpointSourceList.java","YES"
"2","TestEntryLog.java","YES"
"6","LedgerManager.java","YES"
"4","CheckpointSourceList.java","YES"
"1","TestEntryLog.java","YES"
"4","PerChannelBookieClient.java","YES"
"2","TestBenchmark.java","YES"
"4","LedgerManager.java","YES"
"5","PerChannelBookieClient.java","YES"
"2","PerChannelBookieClient.java","YES"
"7","TestEntryLog.java","YES"
"4","TestBenchmark.java","YES"
"1","LedgerManager.java","YES"
"5","TestEntryLog.java","YES"
"1","PerChannelBookieClient.java","YES"
"4","BenchThroughputLatency.java","YES"
"4","TestBKStats.java","YES"
"7","TestRackawareEnsemblePlacementPolicy.java","YES"
"6","BenchThroughputLatency.java","YES"
"5","AuditorRollingRestartTest.java","YES"
"4","AuditorPeriodicCheckTest.java","YES"
"5","AuditorPeriodicCheckTest.java","YES"
"1","TestBKStats.java","YES"
"2","AuditorPeriodicCheckTest.java","YES"
"1","BenchThroughputLatency.java","YES"
"4","BookieClient.java","YES"
"2","LedgerDirsManagerTest.java","YES"
"5","LedgerDirsManagerTest.java","YES"
"7","LedgerDirsManagerTest.java","YES"
"4","LocalBookKeeper.java","YES"
"7","HandleFactoryImpl.java","YES"
"4","ZeroBuffer.java","YES"
"1","Cookie.java","YES"
"7","LocalBookKeeper.java","YES"
"1","LocalBookKeeper.java","YES"
"1","BookieProtocol.java","YES"
"5","Cookie.java","YES"
"4","ReadOnlyLedgerHandle.java","YES"
"7","GcLedgersTest.java","YES"
"5","GcLedgersTest.java","YES"
"6","ReadOnlyLedgerHandle.java","YES"
"4","GcLedgersTest.java","YES"
"1","ReadOnlyLedgerHandle.java","YES"
"2","ReadOnlyLedgerHandle.java","YES"
"1","GcLedgersTest.java","YES"
"1","BookieClientTest.java","YES"
"5","ConditionalSetTest.java","YES"
"5","BookieClientTest.java","YES"
"4","CodahaleStatsLogger.java","YES"
"4","BookieClientTest.java","YES"
"7","BookieClientTest.java","YES"
"2","LedgerDescriptorImpl.java","YES"
"1","ZooKeeperWatcherBase.java","YES"
"4","LedgerChecker.java","YES"
"7","IndexPersistenceMgrTest.java","YES"
"2","InterleavedLedgerStorage.java","YES"
"5","TestReplicationWorker.java","YES"
"4","BookieSocketAddress.java","YES"
"1","InterleavedLedgerStorage.java","YES"
"6","CheckpointSource.java","YES"
"6","LedgerCloseTest.java","YES"
"7","InterleavedLedgerStorage.java","YES"
"4","LedgerCloseTest.java","YES"
"5","LedgerCloseTest.java","YES"
"4","ZkLedgerIdGenerator.java","YES"
"1","RoundRobinDistributionSchedule.java","YES"
"2","AuditorLedgerCheckerTest.java","YES"
"4","IndexInMemPageMgr.java","YES"
"1","BookieWriteLedgersWithDifferentDigestsTest.java","YES"
"5","AuditorLedgerCheckerTest.java","YES"
"5","TestLedgerChecker.java","YES"
"7","BookieZKExpireTest.java","YES"
"4","BookieZKExpireTest.java","YES"
"2","BookieZKExpireTest.java","YES"
"1","BookieZKExpireTest.java","YES"
"1","BookieServer.java","YES"
"2","BookieServer.java","YES"
"1","LedgerManagerFactory.java","YES"
"5","BookieServer.java","YES"
"4","EntryMemTable.java","YES"
"2","TestSpeculativeRead.java","YES"
"7","BookieJournalTest.java","YES"
"5","AsyncLedgerOpsTest.java","YES"
"1","BookieJournalTest.java","YES"
"5","TestSpeculativeRead.java","YES"
"2","BookieJournalTest.java","YES"
"4","TestSpeculativeRead.java","YES"
"7","BookieNettyServer.java","YES"
"6","MSLedgerManagerFactory.java","YES"
"5","ZkLedgerUnderreplicationManager.java","YES"
"4","MSLedgerManagerFactory.java","YES"
"4","ZkLedgerUnderreplicationManager.java","YES"
"4","PrometheusStatsLogger.java","YES"
"5","TestCallbacks.java","YES"
"1","LedgerEntryPage.java","YES"
"1","ExitCode.java","YES"
"2","AbstractConfiguration.java","YES"
"1","AbstractConfiguration.java","YES"
"4","AbstractConfiguration.java","YES"
"2","TestLedgerManager.java","YES"
"1","TestLedgerManager.java","YES"
"1","ConcurrentLedgerTest.java","YES"
"4","BKException.java","YES"
"7","ConcurrentLedgerTest.java","YES"
"1","BKException.java","YES"
"5","TestLedgerManager.java","YES"
"5","ConcurrentLedgerTest.java","YES"
"4","TestLedgerManager.java","YES"
"5","BookieJournalRollingTest.java","YES"
"2","DiskChecker.java","YES"
"1","BookieJournalRollingTest.java","YES"
"1","DistributionSchedule.java","YES"
"4","SortedLedgerStorage.java","YES"
"4","HierarchicalLedgerManager.java","YES"
"5","MultipleThreadReadTest.java","YES"
"6","HierarchicalLedgerManager.java","YES"
"1","HierarchicalLedgerManager.java","YES"
"4","CachingStatsLogger.java","YES"
"4","ZooKeeperUtil.java","YES"
"4","LedgerManagerIteratorTest.java","YES"
"7","ZooKeeperUtil.java","YES"
"4","AuthHandler.java","YES"
"1","ZooKeeperUtil.java","YES"
"2","ZooKeeperUtil.java","YES"
"1","ServerConfiguration.java","YES"
"5","BookieAccessor.java","YES"
"4","TestReadTimeout.java","YES"
"2","ServerConfiguration.java","YES"
"5","ServerConfiguration.java","YES"
"1","TestReadTimeout.java","YES"
"4","CreateNewLogTest.java","YES"
"4","ServerConfiguration.java","YES"
"5","LedgerUnderreplicationManager.java","YES"
"4","FlatLedgerManager.java","YES"
"1","FlatLedgerManager.java","YES"
"4","PendingReadOp.java","YES"
"2","BookKeeperAdmin.java","YES"
"2","PortManager.java","YES"
"1","BookKeeperAdmin.java","YES"
"2","AutoRecoveryMain.java","YES"
"1","PendingReadOp.java","YES"
"5","AutoRecoveryMain.java","YES"
"1","MathUtils.java","YES"
"1","IndexCorruptionTest.java","YES"
"4","AutoRecoveryMain.java","YES"
"5","BookKeeperAdmin.java","YES"
"2","IndexCorruptionTest.java","YES"
"2","PendingReadOp.java","YES"
"4","BookKeeperAdmin.java","YES"
"1","ReadLastConfirmedOp.java","YES"
"5","ClientConfiguration.java","YES"
"4","ClientConfiguration.java","YES"
"2","ReadLastConfirmedOp.java","YES"
"1","ClientConfiguration.java","YES"
"4","ReadLastConfirmedOp.java","YES"
"2","ClientConfiguration.java","YES"
"2","JournalChannel.java","YES"
"1","Journal.java","YES"
"2","CookieTest.java","YES"
"1","CookieTest.java","YES"
"2","Journal.java","YES"
"5","Journal.java","YES"
"4","CleanupLedgerManager.java","YES"
"7","CookieTest.java","YES"
"4","Journal.java","YES"
"5","JournalChannel.java","YES"
"7","CleanupLedgerManager.java","YES"
"2","LedgerDescriptorReadOnlyImpl.java","YES"
"1","CloseTest.java","YES"
"1","Value.java","YES"
"5","TestWatchEnsembleChange.java","YES"
"6","TestWatchEnsembleChange.java","YES"
"5","CompactionTest.java","YES"
"2","Version.java","YES"
"6","CompactionTest.java","YES"
"5","AutoRecoveryMainTest.java","YES"
"7","CompactionTest.java","YES"
"1","CompactionTest.java","YES"
"4","TestRackawareEnsemblePlacementPolicyUsingScript.java","YES"
"5","UpdateCookieCmdTest.java","YES"
"4","LedgerFragmentReplicator.java","YES"
"1","EntryLogger.java","YES"
"1","HardLink.java","YES"
"2","EntryLogger.java","YES"
"5","BookieWriteLedgerTest.java","YES"
"4","BookieWriteLedgerTest.java","YES"
"4","EntryLogger.java","YES"
"5","EntryLogger.java","YES"
"1","BookieWriteLedgerTest.java","YES"
"7","EntryLogger.java","YES"
"1","ZkLedgerLayoutTest.java","YES"
"5","BookieShutdownTest.java","YES"
"2","AuditorBookieTest.java","YES"
"6","BookieShutdownTest.java","YES"
"4","BookKeeperConstants.java","YES"
"5","ZkLedgerLayoutTest.java","YES"
"4","ZkLedgerLayoutTest.java","YES"
"1","LedgerCreateDeleteTest.java","YES"
"1","BenchReadThroughputLatency.java","YES"
"4","LedgerCreateDeleteTest.java","YES"
"4","BenchReadThroughputLatency.java","YES"
"1","BookkeeperInternalCallbacks.java","YES"
"1","LedgerLayout.java","YES"
"6","BookkeeperInternalCallbacks.java","YES"
"1","BookKeeperTest.java","YES"
"5","BookKeeper.java","YES"
"4","BookKeeper.java","YES"
"4","LedgerDirsManager.java","YES"
"2","BookKeeperTest.java","YES"
"1","BookKeeper.java","YES"
"5","BookKeeperTest.java","YES"
"4","BookKeeperTest.java","YES"
"2","LedgerDirsManager.java","YES"
"4","Auditor.java","YES"
"2","BookKeeper.java","YES"
"5","Auditor.java","YES"
"4","BookieShell.java","YES"
"5","BookieShell.java","YES"
"7","BookieShell.java","YES"
"1","LedgerDescriptor.java","YES"
"2","LedgerDescriptor.java","YES"
"7","LedgerHandle.java","YES"
"7","CodahaleOpStatsTest.java","YES"
"6","LedgerHandle.java","YES"
"5","LedgerHandle.java","YES"
"4","LedgerHandle.java","YES"
"2","LedgerHandle.java","YES"
"1","LedgerHandle.java","YES"
"5","AuditorPeriodicBookieCheckTest.java","YES"
"2","Bookie.java","YES"
"5","TestLedgerFragmentReplication.java","YES"
"1","ZkUtils.java","YES"
"1","Bookie.java","YES"
"7","Bookie.java","YES"
"4","Bookie.java","YES"
"5","ZkUtils.java","YES"
"5","Bookie.java","YES"
"4","LocalBookieEnsemblePlacementPolicy.java","YES"
"1","LedgerMetadataImpl.java","YES"
"1","GarbageCollectorThread.java","YES"
"2","GarbageCollectorThread.java","YES"
"2","LedgerMetadataImpl.java","YES"
"4","LedgerMetadataImpl.java","YES"
"7","LedgerStorageTest.java","YES"
"5","LedgerMetadataImpl.java","YES"
"5","GarbageCollectorThread.java","YES"
"1","BookieException.java","YES"
"6","GarbageCollectorThread.java","YES"
"2","LedgerCache.java","YES"
"4","HexDumpEntryFormatter.java","YES"
"4","LedgerRecoveryTest.java","YES"
"2","LedgerRecoveryTest.java","YES"
"1","LedgerRecoveryTest.java","YES"
"2","LedgerCacheImpl.java","YES"
"1","LedgerCacheImpl.java","YES"
"5","TestTryReadLastConfirmed.java","YES"
"4","DirectMemoryUtils.java","YES"
"4","NoSystemPropertiesConfigurationTest.java","YES"
"6","LedgerRecoveryOp.java","YES"
"4","LedgerRecoveryOp.java","YES"
"1","LedgerRecoveryOp.java","YES"
"7","LedgerStorage.java","YES"
"2","PendingAddOp.java","YES"
"1","PendingAddOp.java","YES"
"2","LedgerStorage.java","YES"
"6","PendingAddOp.java","YES"
"1","LedgerCreateOp.java","YES"
"4","PendingAddOp.java","YES"
"1","BookKeeperClusterTestCase.java","YES"
"4","CachingStatsProvider.java","YES"
"2","BookKeeperClusterTestCase.java","YES"
"5","BookKeeperClusterTestCase.java","YES"
"4","ScanAndCompareGarbageCollector.java","YES"
"7","BookKeeperClusterTestCase.java","YES"
"6","AbstractZkLedgerManager.java","YES"
"2","TestPerChannelBookieClient.java","YES"
"4","AbstractZkLedgerManager.java","YES"
"5","AbstractZkLedgerManager.java","YES"
"5","TestPerChannelBookieClient.java","YES"
"7","TestDiskChecker.java","YES"
"1","AbstractZkLedgerManager.java","YES"
"2","LedgerFragment.java","YES"
