"Class","Ticket","Date","Tree","FixVersion","AffectedVersion","OpenVersion"
"IndexPersistenceMgr.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"ZkLedgerUnderreplicationManager.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"BenchThroughputLatency.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"AuditorElector.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"FileSystemUpgrade.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"BookKeeperAdmin.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"Value.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"EntryLogger.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"TestClient.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"BenchReadThroughputLatency.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"Journal.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"Bookie.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"MetastoreTable.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"BenchBookie.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"LedgerLayout.java","BOOKKEEPER-940","2016-07-14 23:02","tree 942bcd0bf39497232f54b6fec22a012fc4311c4f ------","12","12","5"
"DNSToSwitchMapping.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"TestRackawareEnsemblePlacementPolicyUsingScript.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"StaticDNSResolver.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"RackawareEnsemblePlacementPolicyImpl.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"NetUtils.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"RegionAwareEnsemblePlacementPolicy.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"RackawareEnsemblePlacementPolicy.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"TestRackawareEnsemblePlacementPolicy.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"TestRegionAwareEnsemblePlacementPolicy.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"NetworkTopologyImpl.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"CachedDNSToSwitchMapping.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"BookKeeperServerStats.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"ScriptBasedMapping.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","14","12","5"
"DNSToSwitchMapping.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"TestRackawareEnsemblePlacementPolicyUsingScript.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"StaticDNSResolver.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"RackawareEnsemblePlacementPolicyImpl.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"NetUtils.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"RegionAwareEnsemblePlacementPolicy.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"RackawareEnsemblePlacementPolicy.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"TestRackawareEnsemblePlacementPolicy.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"TestRegionAwareEnsemblePlacementPolicy.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"NetworkTopologyImpl.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"CachedDNSToSwitchMapping.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"BookKeeperServerStats.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
"ScriptBasedMapping.java","BOOKKEEPER-1105","2017-08-16 03:41","tree b52e8195c9ca5ee805a84f6a458b2d7c51bf2cac ------","13","12","5"
