"Date","Class","LinesAdded","LinesDeleted","LinesTouched","Index","Sum"
"2012-02-17 12:50","Bookie.java","8740","26518","35258","1","70516"
"2012-03-20 14:09","Bookie.java","9693","33298","42991","1","85982"
"2012-03-08 12:13","Bookie.java","8949","28324","37273","1","74546"
"2012-03-13 07:31","Bookie.java","9045","30721","39766","1","79532"
"2012-02-09 18:14","Bookie.java","8635","25913","34548","1","69096"
"2012-04-02 12:38","Bookie.java","9677","34973","44650","1","89300"
"2017-08-02 00:49","Bookie.java","36893","148761","185654","","371308"
"2011-11-16 19:01","Bookie.java","7051","14606","21657","","43314"
"2011-11-18 11:18","Bookie.java","7819","16967","24786","","49572"
"2013-12-02 18:45","Bookie.java","16161","145163","161324","6","322648"
"2013-05-04 14:22","Bookie.java","15935","134833","150768","5","301536"
"2012-12-18 13:04","Bookie.java","14603","98100","112703","2","225406"
"2016-11-18 00:18","Bookie.java","36116","97903","134019","","268038"
"2017-03-28 22:35","Bookie.java","36108","115588","151696","","303392"
"2016-07-14 23:02","Bookie.java","36112","90009","126121","","252242"
"2017-06-05 20:30","Bookie.java","36292","123077","159369","","318738"
"2016-11-30 00:02","Bookie.java","36115","98432","134547","","269094"
"2012-12-24 05:50","Bookie.java","14612","98217","112829","2","225658"
"2017-03-22 22:54","Bookie.java","36115","111291","147406","","294812"
"2012-12-24 06:23","Bookie.java","14655","98482","113137","2","226274"
"2012-12-08 11:18","Bookie.java","16734","83987","100721","2","201442"
"2012-09-14 15:42","Bookie.java","13866","61818","75684","2","151368"
"2012-10-25 15:35","Bookie.java","16443","73639","90082","2","180164"
"2012-10-26 16:25","Bookie.java","16478","74623","91101","2","182202"
"2012-02-01 12:06","Bookie.java","830","2477","3307","1","6614"
"2017-01-31 04:01","Bookie.java","42173","105169","147342","","294684"
"2017-03-28 22:37","Bookie.java","42176","109979","152155","","304310"
"2016-01-26 22:11","Bookie.java","20197","160317","180514","","361028"
"2015-03-18 07:38","Bookie.java","20000","156868","176868","","353736"
"2015-04-21 09:17","Bookie.java","19999","156969","176968","","353936"
"2012-02-01 12:58","Bookie.java","833","4268","5101","1","10202"
"2012-10-18 16:40","Bookie.java","16355","72414","88769","2","177538"
"2012-12-03 17:59","Bookie.java","16618","83826","100444","2","200888"
"2012-07-04 16:17","Bookie.java","11197","35651","46848","2","93696"
"2012-07-23 23:39","Bookie.java","12738","40588","53326","2","106652"
"2013-06-21 19:26","Bookie.java","18903","130565","149468","5","298936"
"2012-09-07 07:04","Bookie.java","13543","60834","74377","2","148754"
"2014-09-23 17:53","Bookie.java","19971","153782","173753","","347506"
"2017-07-04 06:27","Bookie.java","42745","124515","167260","","334520"
"2017-06-05 22:25","Bookie.java","42683","118667","161350","","322700"
"2014-02-06 09:25","Bookie.java","19520","139037","158557","7","317114"
"2014-04-29 22:07","Bookie.java","19566","142588","162154","7","324308"
"2013-12-06 07:39","Bookie.java","19151","136413","155564","6","311128"
"2012-07-05 14:45","Bookie.java","11205","36141","47346","2","94692"
"2012-05-10 14:47","Bookie.java","9997","25214","35211","1","70422"
"2014-08-02 20:02","Bookie.java","19960","151679","171639","","343278"
"2012-04-17 13:16","Bookie.java","9692","23682","33374","1","66748"
"2012-04-16 16:11","Bookie.java","9359","22937","32296","1","64592"
"2013-10-02 07:01","Bookie.java","18997","132504","151501","5","303002"
"2012-06-19 12:39","Bookie.java","10996","29863","40859","2","81718"
"2017-06-28 23:24","Bookie.java","42716","120653","163369","","326738"
"2017-07-07 08:19","Bookie.java","42738","126471","169209","","338418"
"2013-09-11 00:34","Bookie.java","18975","132281","151256","5","302512"
"2014-01-21 17:26","Bookie.java","19236","138235","157471","6","314942"
"2013-10-12 05:42","Bookie.java","19036","133276","152312","6","304624"
"2013-10-22 16:21","Bookie.java","19133","134140","153273","6","306546"
"2017-05-16 00:31","Bookie.java","42569","114329","156898","","313796"
"2013-07-24 16:55","Bookie.java","18927","131647","150574","5","301148"
"2014-02-05 22:43","Bookie.java","19520","139029","158549","7","317098"
"2014-08-18 23:03","Bookie.java","19960","153147","173107","","346214"
"2014-05-09 14:04","Bookie.java","19566","143229","162795","7","325590"
"2013-06-15 19:05","Bookie.java","18906","130441","149347","5","298694"
"2017-06-01 23:58","Bookie.java","42667","117202","159869","","319738"
"2012-03-29 15:18","Bookie.java","9230","21658","30888","1","61776"
"2012-04-17 12:18","Bookie.java","9385","23152","32537","1","65074"
"2012-03-08 19:24","Bookie.java","1646","9173","10819","1","21638"
"2012-02-15 16:11","Bookie.java","1228","6873","8101","1","16202"
"2012-02-17 12:50","Bookie.java","1232","7118","8350","1","16700"
"2012-03-20 14:09","Bookie.java","9085","20798","29883","1","59766"
"2012-03-08 12:13","Bookie.java","1580","9063","10643","1","21286"
"2012-03-13 07:31","Bookie.java","2088","11872","13960","1","27920"
"2012-02-09 18:14","Bookie.java","1074","6460","7534","1","15068"
"2012-04-02 12:38","Bookie.java","9356","22760","32116","1","64232"
"2017-08-02 00:49","Bookie.java","43374","143350","186724","","373448"
"2013-12-02 18:45","Bookie.java","19148","136258","155406","6","310812"
"2013-05-04 14:22","Bookie.java","18714","125720","144434","5","288868"
"2012-12-18 13:04","Bookie.java","16955","88560","105515","2","211030"
"2016-11-18 00:18","Bookie.java","42135","92030","134165","","268330"
"2017-03-28 22:35","Bookie.java","42175","109763","151938","","303876"
"2016-07-14 23:02","Bookie.java","42049","84054","126103","","252206"
"2017-06-05 20:30","Bookie.java","42667","117560","160227","","320454"
"2016-11-30 00:02","Bookie.java","42136","92561","134697","","269394"
"2012-12-24 05:50","Bookie.java","17146","88859","106005","2","212010"
"2017-03-22 22:54","Bookie.java","42177","105461","147638","","295276"
"2012-12-24 06:23","Bookie.java","17190","89125","106315","2","212630"
"2015-04-21 09:17","PendingAddOp.java","18923","160568","179491","","358982"
"2015-10-06 10:48","PendingAddOp.java","18964","162026","180990","","361980"
"2015-10-22 09:22","PendingAddOp.java","18973","162865","181838","","363676"
"2011-11-17 11:16","PendingAddOp.java","254","897","1151","","2302"
"2017-06-30 00:12","PendingAddOp.java","40399","124883","165282","","330564"
"2014-01-21 05:19","PendingAddOp.java","18235","141616","159851","6","319702"
"2012-09-12 11:59","PendingAddOp.java","13408","65899","79307","2","158614"
"2014-02-21 19:01","PendingAddOp.java","18534","143881","162415","7","324830"
"2014-02-05 22:43","PendingAddOp.java","18498","142682","161180","7","322360"
"2013-09-11 00:34","PendingAddOp.java","18052","136033","154085","5","308170"
"2013-10-14 18:32","PendingAddOp.java","18113","137121","155234","6","310468"
"2012-04-02 12:38","PendingAddOp.java","9922","28001","37923","1","75846"
"2013-04-26 18:38","PendingAddOp.java","17799","129120","146919","5","293838"
"2017-08-02 00:49","PendingAddOp.java","41066","145717","186783","","373566"
"2012-12-27 23:16","PendingAddOp.java","16347","93006","109353","2","218706"
"2017-05-15 19:52","PendingAddOp.java","40249","116266","156515","","313030"
"2014-01-21 05:19","PerChannelBookieClient.java","1106","5460","6566","6","13132"
"2014-01-09 07:30","PerChannelBookieClient.java","703","3625","4328","6","8656"
"2017-06-30 00:12","PerChannelBookieClient.java","114326","79783","194109","","388218"
"2014-05-27 13:56","PerChannelBookieClient.java","2807","12679","15486","7","30972"
"2017-07-04 06:27","PerChannelBookieClient.java","114442","81860","196302","","392604"
"2017-01-31 04:01","PerChannelBookieClient.java","111994","60638","172632","","345264"
"2015-10-06 10:05","PerChannelBookieClient.java","5274","29083","34357","","68714"
"2016-04-05 18:47","PerChannelBookieClient.java","108918","35024","143942","","287884"
"2017-04-15 13:58","PerChannelBookieClient.java","112207","66543","178750","","357500"
"2017-05-15 19:52","PerChannelBookieClient.java","112965","69955","182920","","365840"
"2016-04-05 08:45","PerChannelBookieClient.java","108910","34774","143684","","287368"
"2017-07-28 20:12","PerChannelBookieClient.java","115181","87193","202374","","404748"
"2017-01-31 02:14","PerChannelBookieClient.java","111985","55160","167145","","334290"
"2017-03-28 22:35","PerChannelBookieClient.java","112081","65317","177398","","354796"
"2017-03-23 00:48","PerChannelBookieClient.java","112085","61069","173154","","346308"
"2014-07-25 00:34","PerChannelBookieClient.java","3570","20307","23877","","47754"
"2017-08-02 00:49","PerChannelBookieClient.java","117701","103325","221026","","442052"
"2017-06-21 19:58","PerChannelBookieClient.java","114128","76441","190569","","381138"
"2017-06-01 23:58","PerChannelBookieClient.java","113869","74052","187921","","375842"
"2013-10-29 05:14","PerChannelBookieClient.java","624","1415","2039","6","4078"
"2014-02-21 19:01","PerChannelBookieClient.java","2435","8755","11190","7","22380"
"2014-02-05 22:43","PerChannelBookieClient.java","2255","7412","9667","7","19334"
"2017-04-20 19:55","PerChannelBookieClient.java","112209","66566","178775","","357550"
"2011-10-27 18:26","BookKeeperTestClient.java","5805","11919","17724","","35448"
"2011-11-18 11:18","BookKeeperTestClient.java","7801","17066","24867","","49734"
"2012-07-05 14:45","BookieJournalTest.java","2461","10926","13387","2","26774"
"2014-04-29 22:07","BookieJournalTest.java","14592","121143","135735","7","271470"
"2014-12-10 19:43","BookieJournalTest.java","15304","133728","149032","","298064"
"2017-05-15 19:52","BookieJournalTest.java","48676","103547","152223","","304446"
"2017-05-16 00:31","BookieJournalTest.java","48744","104033","152777","","305554"
"2013-10-11 08:36","BookieJournalTest.java","13672","110900","124572","6","249144"
"2013-10-12 05:42","BookieJournalTest.java","13776","111545","125321","6","250642"
"2017-01-31 04:01","LedgerDescriptor.java","40097","107768","147865","","295730"
"2017-05-16 00:31","LedgerDescriptor.java","40269","116704","156973","","313946"
"2012-04-17 12:18","LedgerDescriptor.java","9951","28393","38344","1","76688"
"2012-03-20 14:09","LedgerDescriptor.java","9728","26116","35844","1","71688"
"2012-02-09 18:14","LedgerDescriptor.java","2286","12347","14633","1","29266"
"2012-12-18 13:04","LedgerDescriptor.java","16282","92562","108844","2","217688"
"2016-11-18 00:18","LedgerDescriptor.java","40070","94640","134710","","269420"
"2011-11-16 17:05","LedgerMetadataImpl.java","2735","4433","7168","","14336"
"2016-02-23 19:16","LedgerMetadataImpl.java","19474","166267","185741","","371482"
"2012-06-27 15:35","LedgerMetadataImpl.java","12821","43266","56087","2","112174"
"2012-06-19 12:39","LedgerMetadataImpl.java","12679","37919","50598","2","101196"
"2012-09-12 11:59","LedgerMetadataImpl.java","14547","68736","83283","2","166566"
"2013-08-13 14:32","LedgerMetadataImpl.java","18856","138164","157020","5","314040"
"2017-06-01 23:58","LedgerMetadataImpl.java","40516","121424","161940","","323880"
"2012-01-17 16:52","LedgerMetadataImpl.java","4405","12129","16534","1","33068"
"2013-03-25 18:02","LedgerMetadataImpl.java","18737","131393","150130","4","300260"
"2013-04-26 18:38","LedgerMetadataImpl.java","18736","131755","150491","5","300982"
"2017-07-28 20:12","LedgerMetadataImpl.java","40782","133519","174301","","348602"
"2016-07-11 23:01","LedgerMetadataImpl.java","40227","88571","128798","","257596"
"2012-07-18 17:00","LedgerMetadataImpl.java","13966","48121","62087","2","124174"
"2017-06-01 21:20","BookieProtoEncoding.java","885","3205","4090","","8180"
"2017-05-17 08:57","BookieProtoEncoding.java","20","72","92","","184"
"2017-06-05 22:25","BookieProtoEncoding.java","1594","5811","7405","","14810"
"2016-03-16 05:03","BookieShell.java","104966","2233","107199","","214398"
"2017-06-01 23:58","BookieShell.java","113443","47732","161175","","322350"
"2017-07-07 05:11","BookieShell.java","114448","57652","172100","","344200"
"2017-01-11 07:37","BookieShell.java","110831","27267","138098","","276196"
"2016-12-21 01:42","BookieShell.java","110820","26898","137718","","275436"
"2017-01-11 07:34","BookieShell.java","110831","27143","137974","","275948"
"2016-11-30 00:02","BookieShell.java","110786","20965","131751","","263502"
"2017-01-30 23:25","BookieShell.java","110836","27447","138283","","276566"
"2017-03-28 22:35","BookieShell.java","111059","38401","149460","","298920"
"2017-01-30 21:31","BookieShell.java","110833","27336","138169","","276338"
"2017-03-22 22:54","BookieShell.java","110994","34032","145026","","290052"
"2012-11-30 04:54","LedgerFragment.java","2161","15938","18099","2","36198"
"2014-02-05 22:43","LedgerFragment.java","9255","75870","85125","7","170250"
"2013-05-04 14:22","LedgerDeleteTest.java","17936","127686","145622","5","291244"
"2012-03-15 10:37","LedgerDeleteTest.java","8763","22626","31389","1","62778"
"2013-05-31 12:02","LedgerDeleteTest.java","18075","128254","146329","5","292658"
