"Date","Class","MAXLOC","AVGLOC","Index"
"2012-01-18 15:11","LedgerManager.java","829","0","1"
"2012-05-26 19:16","PerChannelBookieClient.java","12571","82","1"
"2014-01-22 14:35","BufferedChannel.java","19065","-435","6"
"2017-05-15 19:52","StabilizeNetworkTopology.java","2924","0",""
"2016-04-14 00:51","ReadOnlyBookieTest.java","109325","164",""
"2013-02-08 19:08","BenchThroughputLatency.java","18130","0","4"
"2014-02-05 22:43","TestRackawareEnsemblePlacementPolicy.java","3504","379","7"
"2013-10-14 16:43","BenchThroughputLatency.java","19717","41","6"
"2013-06-26 03:35","TestRackawareEnsemblePlacementPolicy.java","101","0","5"
"2012-06-12 17:37","BenchThroughputLatency.java","9780","309","1"
"2012-09-12 11:59","BenchThroughputLatency.java","13411","0","2"
"2012-07-27 15:51","TestBKStats.java","34","0","2"
"2015-07-10 22:48","ZooWorker.java","1878","0",""
"2012-08-27 19:21","ReflectionUtils.java","4626","0","2"
"2013-10-12 05:42","LedgerDirsManagerTest.java","5965","0","6"
"2013-02-08 19:08","LocalBookKeeper.java","17898","24","4"
"2012-12-08 11:18","Cookie.java","16620","-434","2"
"2017-03-28 22:37","InterleavedLedgerStorage.java","116075","259",""
"2017-08-16 03:37","package-info.java","11464","0",""
"2015-07-10 22:48","TestReplicationWorker.java","109565","302",""
"2012-05-10 14:47","LocalBookKeeper.java","12253","-680","1"
"2014-05-09 14:04","Cookie.java","20124","361","7"
"2013-01-14 16:59","LocalBookKeeper.java","17784","-678","2"
"2017-05-15 19:52","BookieSocketAddress.java","111874","0",""
"2013-02-08 19:08","Cookie.java","17954","44","4"
"2015-04-21 09:17","CodahaleOpStatsLogger.java","4068","0",""
"2017-05-12 15:20","AuditorLedgerCheckerTest.java","130873","13",""
"2017-06-30 00:12","RoundRobinDistributionSchedule.java","115434","59",""
"2015-04-21 10:19","TestLedgerChecker.java","12001","0",""
"2014-01-17 18:13","ReadOnlyLedgerHandle.java","18195","156","6"
"2013-07-29 12:30","GcLedgersTest.java","13612","7","5"
"2017-01-31 02:14","TestBackwardCompatCMS42.java","8150","26",""
"2014-02-05 22:43","ReadOnlyLedgerHandle.java","18498","-758","7"
"2017-06-01 23:58","ZkLedgerIdGenerator.java","113588","0",""
"2012-05-25 17:13","ReadOnlyLedgerHandle.java","10849","0","1"
"2012-12-24 05:50","GcLedgersTest.java","11231","275","2"
"2012-06-29 18:43","ReadOnlyLedgerHandle.java","16595","156","2"
"2016-07-14 23:02","MetastoreTable.java","108503","-203",""
"2017-06-01 23:58","ZooKeeperWatcherBase.java","115384","23",""
"2017-10-03 12:31","IndexPersistenceMgrTest.java","130084","0",""
"2017-05-15 19:52","LedgerEntry.java","40521","-440",""
"2017-06-01 08:55","CodahaleStatsLogger.java","112816","0",""
"2013-02-08 19:08","ZooKeeperWatcherBase.java","4703","0","4"
"2012-12-18 13:04","InterleavedLedgerStorage.java","11147","178","2"
"2013-06-15 19:05","TestReplicationWorker.java","9384","0","5"
"2014-12-06 08:03","Cookie.java","112426","361",""
"2014-01-22 07:37","CheckpointSource.java","2776","0","6"
"2014-02-05 22:43","TestReplicationWorker.java","11294","0","7"
"2012-05-09 13:00","InterleavedLedgerStorage.java","1333","-504","1"
"2017-06-01 23:58","LocalBookKeeper.java","114338","27",""
"2014-01-21 17:26","InterleavedLedgerStorage.java","14718","181","6"
"2012-12-08 11:18","TestReplicationWorker.java","7632","0","2"
"2013-10-02 06:23","InterleavedLedgerStorage.java","13703","181","5"
"2012-02-13 15:46","RoundRobinDistributionSchedule.java","4625","0","1"
"2014-05-12 08:10","MetastoreTable.java","9324","0","7"
"2012-12-18 12:00","AuditorLedgerCheckerTest.java","5862","439","2"
"2012-09-12 11:59","RoundRobinDistributionSchedule.java","14547","59","2"
"2012-10-25 16:50","TestLedgerChecker.java","4732","0","2"
"2017-06-30 00:12","ReadOnlyLedgerHandle.java","114336","0",""
"2013-06-15 19:05","AuditorLedgerCheckerTest.java","9450","13","5"
"2014-02-05 22:43","AuditorLedgerCheckerTest.java","11523","10","7"
"2017-05-16 00:31","GcLedgersTest.java","115014","8",""
"2014-02-05 22:43","TestLedgerChecker.java","11012","329","7"
"2016-04-14 00:51","TestBKConfiguration.java","109051","78",""
"2012-02-01 12:58","BookieServer.java","12016","100","1"
"2012-10-18 16:40","BookieServer.java","18363","100","2"
"2017-05-16 00:31","ConcurrentLedgerTest.java","113453","43",""
"2013-02-12 11:16","BookieServer.java","19273","92","4"
"2013-06-15 19:05","BookieServer.java","19709","97","5"
"2014-01-21 05:05","BookieServer.java","19994","100","6"
"2014-02-05 22:43","BookieServer.java","20344","95","7"
"2012-09-07 07:04","LedgerManagerFactory.java","17146","-51","2"
"2017-06-01 23:58","SaslClientState.java","1148","0",""
"2014-04-29 22:07","BookieJournalTest.java","20122","13","7"
"2013-10-12 05:42","BookieJournalTest.java","19402","1","6"
"2017-06-01 08:55","PrometheusStatsLogger.java","388","0",""
"2012-05-25 17:13","BookieJournalTest.java","9820","233","1"
"2012-07-05 14:45","BookieJournalTest.java","10760","233","2"
"2013-06-15 19:05","BookieNettyServer.java","1523","7","5"
"2012-12-14 11:18","ZkLedgerUnderreplicationManager.java","7030","117","2"
"2014-01-21 05:05","BookieNettyServer.java","3224","29","6"
"2014-06-02 11:54","ZkLedgerUnderreplicationManager.java","11203","114","7"
"2013-06-15 19:05","ZkLedgerUnderreplicationManager.java","9320","112","5"
"2017-07-28 20:12","SASLClientAuthProvider.java","3994","37",""
"2017-05-16 00:31","BookieJournalTest.java","113453","14",""
"2016-04-27 09:55","ZkLedgerUnderreplicationManager.java","115979","117",""
"2016-04-05 18:47","BookieNettyServer.java","118145","16",""
"2017-08-16 03:41","DNSToSwitchMapping.java","119164","0",""
"2014-04-29 22:07","TestBKConfiguration.java","2831","0","7"
"2011-09-05 19:38","BookieServer.java","131088","100",""
"2014-08-02 20:02","EntryMemTable.java","112852","150",""
"2012-03-08 19:24","ConcurrentLedgerTest.java","8724","-340","1"
"2013-10-12 05:42","ConcurrentLedgerTest.java","19368","-340","6"
"2017-06-01 23:58","LedgerManagerFactory.java","113588","150",""
"2014-02-05 22:43","ConcurrentLedgerTest.java","19957","0","7"
"2014-01-15 15:58","DiskChecker.java","7660","0","6"
"2017-06-01 23:58","ReadLastConfirmedOp.java","113438","176",""
"2013-01-09 17:18","DiskChecker.java","4235","0","2"
"2017-06-21 21:00","CleanupLedgerManager.java","115113","0",""
"2017-06-01 23:58","Journal.java","115213","0",""
"2012-12-24 05:50","StringUtils.java","17351","0","2"
"2014-02-05 22:43","DefaultEnsemblePlacementPolicy.java","3504","0","7"
"2017-06-01 23:58","LedgerHandleAdv.java","113607","254",""
"2016-02-09 08:12","FlatLedgerManager.java","20194","13",""
"2012-03-29 15:18","ServerConfiguration.java","9629","-425","1"
"2014-09-06 07:58","AutoRecoveryMain.java","109530","-345",""
"2014-02-05 22:43","TestReadTimeout.java","19182","-353","7"
"2012-10-04 12:40","LedgerUnderreplicationManager.java","7030","305","2"
"2012-12-11 18:59","ServerConfiguration.java","18363","355","2"
"2013-10-29 05:14","TestReadTimeout.java","18801","8","6"
"2013-07-20 19:59","ServerConfiguration.java","19707","262","5"
"2012-03-15 10:37","TestReadTimeout.java","7788","0","1"
"2013-02-19 16:15","ServerConfiguration.java","19273","377","4"
"2014-05-09 14:04","ServerConfiguration.java","20391","61","7"
"2015-07-10 22:48","ExponentialBackoffRetryPolicy.java","1878","0",""
"2014-01-22 14:35","ServerConfiguration.java","20115","163","6"
"2012-09-12 11:59","TestReadTimeout.java","13113","8","2"
"2014-06-03 12:35","LedgerUnderreplicationManager.java","11203","305","7"
"2013-04-04 11:21","FlatLedgerManager.java","18700","13","5"
"2017-08-02 00:49","DefaultPerChannelBookieClientPool.java","119734","251",""
"2012-12-24 05:50","FlatLedgerManager.java","17146","12","2"
"2012-03-31 09:13","FlatLedgerManager.java","9292","0","1"
"2016-10-13 07:50","DefaultEnsemblePlacementPolicy.java","115204","177",""
"2017-08-02 00:49","AuthHandler.java","14670","0",""
"2017-07-07 05:11","LedgerUnderreplicationManager.java","114068","-559",""
"2017-11-08 12:27","ServerConfiguration.java","132826","163",""
"2012-10-26 16:25","AutoRecoveryMain.java","5500","0","2"
"2013-10-02 06:23","AutoRecoveryMain.java","7529","0","5"
"2017-06-05 22:25","ReadEntryProcessorV3.java","115521","71",""
"2014-04-24 10:43","AutoRecoveryMain.java","9473","-345","7"
"2013-12-06 07:39","AutoRecoveryMain.java","8587","0","6"
"2012-05-25 17:13","ReadLastConfirmedOp.java","12570","215","1"
"2012-09-14 15:42","ReadLastConfirmedOp.java","14779","216","2"
"2016-03-08 06:49","SortedLedgerStorage.java","114344","227",""
"2014-02-21 19:01","ReadLastConfirmedOp.java","19675","217","7"
"2017-07-07 08:19","DiskChecker.java","116119","328",""
"2012-05-07 18:48","Journal.java","511","0","1"
"2017-05-02 23:04","StringUtils.java","80510","8",""
"2012-10-18 16:40","Journal.java","9546","1","2"
"2013-10-02 06:23","Journal.java","13624","46","5"
"2017-07-07 08:19","LedgerDirsMonitor.java","1234","0",""
"2014-04-29 22:07","Journal.java","15150","260","7"
"2013-10-12 05:42","Journal.java","14552","286","6"
"2012-12-18 13:04","LedgerDescriptorReadOnlyImpl.java","11114","0","2"
"2015-10-06 10:05","LedgerDeleteOp.java","19469","0",""
"2012-04-17 12:18","LedgerDescriptorReadOnlyImpl.java","646","0","1"
"2017-08-02 00:49","ClientAuthProvider.java","14572","61",""
"2012-03-31 10:58","CloseTest.java","11840","0","1"
"2017-05-15 19:52","BookkeeperInternalCallbacks.java","117594","7",""
"2017-06-01 23:58","LedgerLayout.java","68549","259",""
"2014-02-05 22:43","TestAutoRecoveryAlongWithBookieServers.java","5084","0","7"
"2017-06-30 00:12","PendingWriteLacOp.java","4415","0",""
"2014-02-21 19:01","LedgerFragmentReplicator.java","11347","-352","7"
"2012-10-05 16:24","LedgerFragmentReplicator.java","3417","275","2"
"2016-04-27 09:55","BookKeeperConstants.java","115351","1",""
"2013-02-08 19:08","HardLink.java","13125","0","4"
"2013-10-14 16:43","NativeIO.java","1547","0","6"
"2014-03-07 13:30","NativeIO.java","3642","481","7"
"2017-03-22 22:54","UpdateCookieCmdTest.java","112407","0",""
"2016-09-10 21:01","LedgerFragmentReplicator.java","112098","-352",""
"2012-12-24 05:50","LedgerDeleteOp.java","17351","849","2"
"2017-05-16 00:31","LedgerDescriptorReadOnlyImpl.java","81360","0",""
"2014-01-21 05:19","LedgerDeleteOp.java","19001","0","6"
"2013-09-10 15:14","LedgerCreateDeleteTest.java","13753","0","5"
"2012-07-05 07:10","BookkeeperInternalCallbacks.java","12827","1025","2"
"2012-09-14 15:42","LedgerLayout.java","13866","0","2"
"2014-01-17 18:13","BookkeeperInternalCallbacks.java","19187","-402","6"
"2014-02-05 22:43","BookkeeperInternalCallbacks.java","19520","171","7"
"2015-04-21 09:55","GarbageCollectorThread.java","132826","41",""
"2013-01-04 11:32","Auditor.java","7101","316","2"
"2014-01-21 17:26","LedgerDirsManager.java","7840","4","6"
"2013-10-02 07:01","LedgerDirsManager.java","6555","4","5"
"2013-03-18 00:31","ResponseBuilder.java","187","0","4"
"2013-01-10 19:13","BookKeeperTest.java","11210","233","2"
"2013-05-06 19:32","BookKeeperTest.java","12713","164","5"
"2013-01-09 17:18","LedgerDirsManager.java","4235","0","2"
"2014-06-02 11:54","Auditor.java","11523","136","7"
"2013-03-25 06:27","Auditor.java","8880","314","4"
"2017-07-07 08:19","BookieException.java","113524","0",""
"2013-08-21 13:19","Auditor.java","9450","313","5"
"2013-10-14 16:43","RoundRobinDistributionScheduleTest.java","10169","0","6"
"2017-05-16 00:31","LedgerCache.java","82514","-343",""
"2012-09-07 07:04","FlatLedgerManagerFactory.java","4844","234","2"
"2017-06-21 19:50","LedgerRecoveryTest.java","114241","164",""
"2017-06-01 23:58","SASLBookieAuthProvider.java","1148","0",""
"2017-08-16 03:41","StaticDNSResolver.java","119164","0",""
"2014-07-24 01:41","TestLedgerFragmentReplication.java","11807","7",""
"2014-05-30 15:07","LedgerHandle.java","19841","39","7"
"2017-07-28 22:34","LedgerMetadataCreationTest.java","2506","0",""
"2014-01-17 18:13","LedgerHandle.java","19420","40","6"
"2013-04-26 18:38","LedgerHandle.java","18814","-17","5"
"2012-09-14 11:53","LedgerHandle.java","17681","41","2"
"2014-06-06 15:29","AuditorPeriodicBookieCheckTest.java","402","0","7"
"2012-05-10 14:47","LedgerHandle.java","12570","18","1"
"2014-02-05 22:43","TestLedgerFragmentReplication.java","11271","6","7"
"2016-10-13 07:50","NodeBase.java","112110","0",""
"2017-05-15 19:52","TryReadLastConfirmedOp.java","112424","0",""
"2012-10-05 16:24","TestLedgerFragmentReplication.java","3425","85","2"
"2017-05-15 19:52","TestGetBookieInfoTimeout.java","2005","0",""
"2014-12-05 14:10","LedgerHandle.java","115763","73",""
"2012-05-17 19:07","GarbageCollectorThread.java","9548","9","1"
"2017-05-02 22:07","BookKeeperTest.java","112496","164",""
"2017-06-30 00:12","RoundRobinDistributionScheduleTest.java","115434","5",""
"2012-07-23 23:39","GarbageCollectorThread.java","17184","7","2"
"2016-03-08 07:18","Auditor.java","114996","136",""
"2013-02-08 19:08","BookieException.java","17954","0","4"
"2013-10-02 06:23","GarbageCollectorThread.java","19314","2","5"
"2012-09-07 07:04","BookieException.java","14480","0","2"
"2014-01-21 17:26","GarbageCollectorThread.java","19696","29","6"
"2017-05-16 00:31","ResponseBuilder.java","111735","952",""
"2012-05-10 14:47","BookieException.java","12253","0","1"
"2014-08-02 20:02","LedgerDirsManager.java","116119","4",""
"2012-12-18 13:04","LedgerCache.java","17339","-442","2"
"2014-02-05 22:43","LedgerRecoveryTest.java","19635","229","7"
"2013-06-12 18:41","LedgerRecoveryTest.java","18906","229","5"
"2017-03-23 00:59","ExplicitLacFlushPolicy.java","3520","303",""
"2012-05-07 18:48","LedgerCache.java","12010","-443","1"
"2013-03-25 18:02","LedgerRecoveryTest.java","18737","17","4"
"2013-01-07 12:25","LedgerRecoveryTest.java","17622","17","2"
"2017-06-30 00:12","PendingReadLacOp.java","4415","155",""
"2012-01-17 16:52","LedgerRecoveryTest.java","4625","17","1"
"2015-09-15 10:38","FlatLedgerManagerFactory.java","111394","200",""
"2015-10-06 10:48","BookKeeperClusterTestCase.java","132438","310",""
"2012-12-18 13:04","LedgerCacheImpl.java","11441","219","2"
"2012-05-07 18:48","LedgerCacheImpl.java","1259","19","1"
"2012-12-03 15:04","InMemoryMetaStore.java","945","0","2"
"2013-10-11 08:36","LedgerCacheImpl.java","14374","220","6"
"2017-03-23 00:54","TestDiskChecker.java","112041","0",""
"2017-07-28 20:12","ITopologyAwareEnsemblePlacementPolicy.java","6467","0",""
"2017-08-16 03:41","TestRegionAwareEnsemblePlacementPolicy.java","12047","277",""
"2016-02-23 19:16","AbstractZkLedgerManager.java","114680","-95",""
"2014-03-07 13:14","LogMark.java","3789","0","7"
"2017-07-04 06:27","LedgerStorage.java","114212","252",""
"2013-05-04 14:22","LedgerStorage.java","13424","0","5"
"2012-12-18 13:04","LedgerStorage.java","10762","0","2"
"2016-11-30 00:19","NoSystemPropertiesConfigurationTest.java","5579","0",""
"2012-03-31 10:58","BookKeeperClusterTestCase.java","1252","0","1"
"2017-07-28 20:12","BookieConnectionPeer.java","5908","0",""
"2013-01-07 12:25","BookKeeperClusterTestCase.java","12663","244","2"
"2017-07-04 06:27","LedgerCacheImpl.java","116075","0",""
"2013-06-15 19:05","BookKeeperClusterTestCase.java","14113","237","5"
"2014-04-24 10:43","BookKeeperClusterTestCase.java","15227","244","7"
"2013-10-12 05:42","BookKeeperClusterTestCase.java","14464","234","6"
"2014-01-17 18:13","AbstractZkLedgerManager.java","19187","17","6"
"2014-05-12 08:10","AbstractZkLedgerManager.java","19566","-95","7"
"2013-03-25 06:27","AbstractZkLedgerManager.java","18652","15","4"
"2013-07-29 12:30","AbstractZkLedgerManager.java","18930","14","5"
"2012-12-08 11:18","AbstractZkLedgerManager.java","17146","17","2"
"2017-07-28 20:12","BookKeeperClientStats.java","115195","-2",""
"2012-03-31 09:13","AbstractZkLedgerManager.java","9292","0","1"
"2014-01-15 15:58","TestDiskChecker.java","7660","0","6"
