"Index","Class","Size","Age","NumberOfAuthors","Sum","MaxChg","AvgChg","MaxLoc","AvgLoc","ChgSetSize","Bugginess"
"17","Transaction.java","71","0","6","0","0","0","0","0","0","NO"
"18","Transaction.java","71","0","6","0","0","0","0","0","0","NO"
"15","Transaction.java","71","0","6","47012","2","0","15640","0","2","NO"
"16","Transaction.java","71","0","6","51306","0","0","17466","0","0","NO"
"13","Transaction.java","71","0","6","0","0","0","0","0","0","NO"
"14","Transaction.java","71","0","6","0","0","0","0","0","0","YES"
"11","Transaction.java","71","17","6","0","0","0","0","0","0","NO"
"12","Transaction.java","71","0","6","0","0","0","0","0","0","YES"
"19","Transaction.java","71","0","6","0","0","0","0","0","0","NO"
"10","Transaction.java","71","33","6","0","0","0","0","0","0","NO"
"10","DeleteTest.java","95","0","4","0","0","0","0","0","0","NO"
"10","SecurityUtils.java","288","457","4","0","0","0","0","0","0","NO"
"10","Record.java","31","454","4","0","0","0","0","0","0","NO"
"17","Record.java","31","383","4","0","0","0","0","0","0","NO"
"18","Record.java","31","364","4","0","0","0","0","0","0","NO"
"15","Record.java","31","395","4","0","0","0","0","0","0","NO"
"16","Record.java","31","389","4","0","0","0","0","0","0","NO"
"13","Record.java","31","400","4","0","0","0","0","0","0","NO"
"14","Record.java","31","397","4","0","0","0","0","0","0","NO"
"19","SecurityUtils.java","288","359","4","0","0","0","0","0","0","NO"
"11","Record.java","31","439","4","0","32","5","0","0","32","NO"
"12","Record.java","31","400","4","0","0","0","0","0","0","NO"
"16","SecurityUtils.java","288","391","4","0","0","0","0","0","0","NO"
"15","SecurityUtils.java","288","398","4","0","3","0","0","0","3","NO"
"18","SecurityUtils.java","288","367","4","0","0","0","0","0","0","NO"
"17","SecurityUtils.java","288","386","4","0","0","0","0","0","0","NO"
"12","SecurityUtils.java","288","403","4","0","0","0","0","0","0","NO"
"11","SecurityUtils.java","288","441","4","0","0","0","0","0","0","NO"
"14","SecurityUtils.java","288","400","4","0","0","0","0","0","0","NO"
"19","Record.java","31","357","4","0","0","0","0","0","0","NO"
"13","SecurityUtils.java","288","403","4","0","0","0","0","0","0","NO"
"18","DeleteTest.java","95","0","4","0","0","0","0","0","0","NO"
"17","DeleteTest.java","95","0","4","0","0","0","0","0","0","NO"
"16","DeleteTest.java","95","0","4","0","0","0","0","0","0","NO"
"15","DeleteTest.java","95","0","4","0","0","0","0","0","0","NO"
"14","DeleteTest.java","95","0","4","0","0","0","0","0","0","NO"
"13","DeleteTest.java","95","0","4","0","0","0","0","0","0","NO"
"12","DeleteTest.java","95","0","4","0","0","0","0","0","0","NO"
"11","DeleteTest.java","95","0","4","52270","0","0","72010","-49","0","NO"
"19","DeleteTest.java","95","0","4","0","0","0","0","0","0","NO"
"2","ZKAuditLoggerPerformance.java","150","570","1","0","0","0","0","0","0","NO"
"3","ZKAuditLoggerPerformance.java","150","560","1","0","0","0","0","0","0","NO"
"1","ZKAuditLoggerPerformance.java","150","576","1","0","0","0","0","0","0","NO"
"6","ZKAuditLoggerPerformance.java","150","531","1","0","0","0","0","0","0","NO"
"7","ZKAuditLoggerPerformance.java","150","517","1","0","0","0","0","0","0","NO"
"4","ZKAuditLoggerPerformance.java","150","554","1","0","0","0","0","0","0","NO"
"9","AndOp.java","33","3","1","0","0","0","0","0","0","NO"
"5","ZKAuditLoggerPerformance.java","150","539","1","0","0","0","0","0","0","NO"
"8","AndOp.java","33","10","1","0","0","0","0","0","0","NO"
"7","AndOp.java","33","25","1","0","0","0","0","0","0","NO"
"6","AndOp.java","33","39","1","0","0","0","0","0","0","NO"
"5","AndOp.java","33","48","1","0","0","0","0","0","0","NO"
"8","ZKAuditLoggerPerformance.java","150","502","1","0","0","0","0","0","0","NO"
"4","AndOp.java","33","62","1","0","0","0","0","0","0","NO"
"9","ZKAuditLoggerPerformance.java","150","495","1","0","0","0","0","0","0","NO"
"3","AndOp.java","33","68","1","0","0","0","0","0","0","NO"
"2","AndOp.java","33","78","1","0","0","0","0","0","0","NO"
"1","AndOp.java","33","84","1","0","0","0","0","0","0","NO"
"3","ClientCnxnSocket.java","250","548","11","0","0","0","0","0","0","NO"
"2","ClientCnxnSocket.java","250","558","11","0","0","0","0","0","0","NO"
"1","ClientCnxnSocket.java","250","563","11","0","0","0","0","0","0","NO"
"7","ClientCnxnSocket.java","250","504","11","0","0","0","0","0","0","NO"
"6","ClientCnxnSocket.java","250","519","11","0","0","0","0","0","0","NO"
"5","ClientCnxnSocket.java","250","527","11","0","0","0","0","0","0","NO"
"4","ClientCnxnSocket.java","250","542","11","0","0","0","0","0","0","NO"
"9","ClientCnxnSocket.java","250","482","11","0","8","0","0","0","8","NO"
"8","ClientCnxnSocket.java","250","490","11","0","0","0","0","0","0","NO"
"10","CliParseException.java","34","457","2","0","0","0","0","0","0","NO"
"10","JLineZNodeCompleter.java","82","457","4","0","0","0","0","0","0","NO"
"10","RequestPathMetricsCollector.java","392","457","3","0","0","0","0","0","0","NO"
"8","SyncThrottleException.java","43","490","2","0","0","0","0","0","0","NO"
"9","NodeViewersChangeListener.java","37","202","1","0","0","0","0","0","0","NO"
"10","QuorumVerifier.java","44","457","4","0","0","0","0","0","0","NO"
"8","NodeViewersChangeListener.java","37","210","1","0","0","0","0","0","0","NO"
"9","SyncThrottleException.java","43","482","2","0","0","0","0","0","0","NO"
"4","SyncThrottleException.java","43","542","2","0","0","0","0","0","0","NO"
"5","NodeViewersChangeListener.java","37","247","1","0","0","0","0","0","0","NO"
"4","NodeViewersChangeListener.java","37","262","1","0","0","0","0","0","0","NO"
"5","SyncThrottleException.java","43","527","2","0","0","0","0","0","0","NO"
"6","SyncThrottleException.java","43","519","2","0","0","0","0","0","0","NO"
"7","NodeViewersChangeListener.java","37","224","1","0","0","0","0","0","0","NO"
"6","NodeViewersChangeListener.java","37","239","1","0","0","0","0","0","0","NO"
"7","SyncThrottleException.java","43","504","2","0","0","0","0","0","0","NO"
"1","NodeViewersChangeListener.java","37","283","1","0","0","0","0","0","0","NO"
"1","SyncThrottleException.java","43","563","2","0","0","0","0","0","0","NO"
"2","SyncThrottleException.java","43","558","2","0","0","0","0","0","0","NO"
"3","NodeViewersChangeListener.java","37","268","1","0","0","0","0","0","0","NO"
"2","NodeViewersChangeListener.java","37","278","1","0","0","0","0","0","0","NO"
"3","SyncThrottleException.java","43","548","2","0","0","0","0","0","0","NO"
"9","GetAllChildrenNumberTest.java","105","482","3","0","0","0","0","0","0","NO"
"8","GetAllChildrenNumberTest.java","105","490","3","0","0","0","0","0","0","NO"
"19","QuorumVerifier.java","44","359","4","0","0","0","0","0","0","NO"
"9","ExitCode.java","63","482","4","0","0","0","0","0","0","NO"
"9","LoadFromLogNoServerTest.java","186","482","4","0","0","0","0","0","0","NO"
"8","ExitCode.java","63","490","4","0","0","0","0","0","0","NO"
"8","LoadFromLogNoServerTest.java","186","490","4","0","0","0","0","0","0","NO"
"3","GetAllChildrenNumberTest.java","105","548","3","0","0","0","0","0","0","NO"
"5","ExitCode.java","63","527","4","0","0","0","0","0","0","NO"
"5","LoadFromLogNoServerTest.java","186","527","4","0","0","0","0","0","0","NO"
"14","QuorumVerifier.java","44","400","4","0","0","0","0","0","0","NO"
"2","GetAllChildrenNumberTest.java","105","558","3","0","0","0","0","0","0","NO"
"4","ExitCode.java","63","542","4","0","0","0","0","0","0","NO"
"4","LoadFromLogNoServerTest.java","186","542","4","0","0","0","0","0","0","NO"
"13","QuorumVerifier.java","44","403","4","0","0","0","0","0","0","NO"
"1","GetAllChildrenNumberTest.java","105","563","3","0","0","0","0","0","0","NO"
"7","ExitCode.java","63","504","4","0","0","0","0","0","0","NO"
"7","LoadFromLogNoServerTest.java","186","504","4","0","0","0","0","0","0","NO"
"12","QuorumVerifier.java","44","403","4","0","0","0","0","0","0","NO"
"6","ExitCode.java","63","519","4","0","0","0","0","0","0","NO"
"6","LoadFromLogNoServerTest.java","186","519","4","0","0","0","0","0","0","NO"
"11","QuorumVerifier.java","44","441","4","164528","0","0","83159","-11","0","NO"
"1","ExitCode.java","63","563","4","0","0","0","0","0","0","NO"
"1","LoadFromLogNoServerTest.java","186","563","4","0","0","0","0","0","0","NO"
"7","GetAllChildrenNumberTest.java","105","504","3","0","0","0","0","0","0","NO"
"18","QuorumVerifier.java","44","367","4","0","0","0","0","0","0","NO"
"6","GetAllChildrenNumberTest.java","105","519","3","0","0","0","0","0","0","NO"
"17","QuorumVerifier.java","44","386","4","212324","0","0","97889","-11","0","NO"
"3","ExitCode.java","63","548","4","0","0","0","0","0","0","NO"
"3","LoadFromLogNoServerTest.java","186","548","4","0","0","0","0","0","0","NO"
"5","GetAllChildrenNumberTest.java","105","527","3","0","0","0","0","0","0","NO"
"16","QuorumVerifier.java","44","391","4","0","0","0","0","0","0","NO"
"2","ExitCode.java","63","558","4","0","0","0","0","0","0","NO"
"2","LoadFromLogNoServerTest.java","186","558","4","0","0","0","0","0","0","NO"
"4","GetAllChildrenNumberTest.java","105","542","3","0","0","0","0","0","0","NO"
"15","QuorumVerifier.java","44","398","4","0","0","0","0","0","0","NO"
"11","RequestPathMetricsCollector.java","392","441","3","0","0","0","0","0","0","NO"
"12","RequestPathMetricsCollector.java","392","403","3","0","0","0","0","0","0","NO"
"13","RequestPathMetricsCollector.java","392","403","3","0","0","0","0","0","0","NO"
"14","RequestPathMetricsCollector.java","392","400","3","0","0","0","0","0","0","NO"
"19","JLineZNodeCompleter.java","82","359","4","0","0","0","0","0","0","NO"
"15","RequestPathMetricsCollector.java","392","398","3","0","0","0","0","0","0","NO"
"16","RequestPathMetricsCollector.java","392","391","3","0","0","0","0","0","0","NO"
"17","RequestPathMetricsCollector.java","392","386","3","0","0","0","0","0","0","NO"
"18","RequestPathMetricsCollector.java","392","367","3","0","0","0","0","0","0","NO"
"19","CliParseException.java","34","359","2","0","0","0","0","0","0","NO"
"14","JLineZNodeCompleter.java","82","400","4","0","0","0","0","0","0","NO"
"18","CliParseException.java","34","367","2","0","0","0","0","0","0","NO"
"19","RequestPathMetricsCollector.java","392","359","3","0","0","0","0","0","0","NO"
"13","JLineZNodeCompleter.java","82","403","4","0","0","0","0","0","0","NO"
"17","CliParseException.java","34","386","2","0","0","0","0","0","0","NO"
"12","JLineZNodeCompleter.java","82","403","4","0","0","0","0","0","0","NO"
"16","CliParseException.java","34","391","2","0","0","0","0","0","0","NO"
"11","JLineZNodeCompleter.java","82","441","4","0","0","0","0","0","0","NO"
"15","CliParseException.java","34","398","2","0","0","0","0","0","0","NO"
"14","CliParseException.java","34","400","2","0","0","0","0","0","0","NO"
"18","JLineZNodeCompleter.java","82","367","4","0","0","0","0","0","0","NO"
"13","CliParseException.java","34","403","2","0","0","0","0","0","0","NO"
"17","JLineZNodeCompleter.java","82","386","4","0","0","0","0","0","0","NO"
"12","CliParseException.java","34","403","2","0","0","0","0","0","0","NO"
"16","JLineZNodeCompleter.java","82","391","4","0","0","0","0","0","0","NO"
"11","CliParseException.java","34","441","2","0","0","0","0","0","0","NO"
"15","JLineZNodeCompleter.java","82","398","4","0","0","0","0","0","0","NO"
"4","KeyStoreFileTypeTest.java","93","542","2","0","0","0","0","0","0","NO"
"5","KeyStoreFileTypeTest.java","93","527","2","0","0","0","0","0","0","NO"
"6","KeyStoreFileTypeTest.java","93","519","2","0","0","0","0","0","0","NO"
"7","KeyStoreFileTypeTest.java","93","504","2","0","0","0","0","0","0","NO"
"1","KeyStoreFileTypeTest.java","93","563","2","0","0","0","0","0","0","NO"
"2","KeyStoreFileTypeTest.java","93","558","2","0","0","0","0","0","0","NO"
"3","KeyStoreFileTypeTest.java","93","548","2","0","0","0","0","0","0","NO"
"8","KeyStoreFileTypeTest.java","93","490","2","0","0","0","0","0","0","NO"
"9","KeyStoreFileTypeTest.java","93","482","2","0","0","0","0","0","0","NO"
"5","NotOp.java","31","48","1","0","0","0","0","0","0","NO"
"4","NotOp.java","31","62","1","0","0","0","0","0","0","NO"
"7","NotOp.java","31","25","1","0","0","0","0","0","0","NO"
"6","NotOp.java","31","39","1","0","0","0","0","0","0","NO"
"1","NotOp.java","31","84","1","0","0","0","0","0","0","NO"
"3","NotOp.java","31","68","1","0","0","0","0","0","0","NO"
"2","NotOp.java","31","78","1","0","0","0","0","0","0","NO"
"9","NotOp.java","31","3","1","0","0","0","0","0","0","NO"
"8","NotOp.java","31","10","1","0","0","0","0","0","0","NO"
"9","MultipleAddressesTest.java","256","497","1","0","0","0","0","0","0","NO"
"8","MultipleAddressesTest.java","256","505","1","0","0","0","0","0","0","NO"
"5","MultipleAddressesTest.java","256","542","1","0","0","0","0","0","0","NO"
"4","MultipleAddressesTest.java","256","557","1","0","0","0","0","0","0","NO"
"7","MultipleAddressesTest.java","256","519","1","0","0","0","0","0","0","NO"
"6","MultipleAddressesTest.java","256","534","1","0","0","0","0","0","0","NO"
"1","MultipleAddressesTest.java","256","578","1","0","0","0","0","0","0","NO"
"3","MultipleAddressesTest.java","256","563","1","0","0","0","0","0","0","NO"
"2","MultipleAddressesTest.java","256","573","1","0","0","0","0","0","0","NO"
"1","ThrottledOpStandaloneTest.java","64","595","1","0","0","0","0","0","0","NO"
"2","ThrottledOpStandaloneTest.java","64","589","1","0","0","0","0","0","0","NO"
"10","LogChopper.java","158","457","4","0","0","0","0","0","0","NO"
"3","ThrottledOpStandaloneTest.java","64","579","1","0","0","0","0","0","0","NO"
"4","ThrottledOpStandaloneTest.java","64","573","1","0","0","0","0","0","0","NO"
"5","ThrottledOpStandaloneTest.java","64","559","1","0","0","0","0","0","0","NO"
"6","ThrottledOpStandaloneTest.java","64","550","1","0","0","0","0","0","0","NO"
"7","ThrottledOpStandaloneTest.java","64","536","1","0","0","0","0","0","0","NO"
"8","ThrottledOpStandaloneTest.java","64","521","1","0","0","0","0","0","0","NO"
"9","ThrottledOpStandaloneTest.java","64","514","1","0","0","0","0","0","0","NO"
"9","X509AuthTest.java","284","482","3","0","0","0","0","0","0","NO"
"8","X509AuthTest.java","284","490","3","0","0","0","0","0","0","NO"
"19","LogChopper.java","158","359","4","0","0","0","0","0","0","NO"
"5","X509AuthTest.java","284","527","3","0","0","0","0","0","0","NO"
"16","LogChopper.java","158","391","4","0","0","0","0","0","0","NO"
"4","X509AuthTest.java","284","542","3","0","0","0","0","0","0","NO"
"15","LogChopper.java","158","398","4","0","0","0","0","0","0","NO"
"7","X509AuthTest.java","284","504","3","0","0","0","0","0","0","NO"
"18","LogChopper.java","158","367","4","0","0","0","0","0","0","NO"
"6","X509AuthTest.java","284","519","3","0","0","0","0","0","0","NO"
"17","LogChopper.java","158","386","4","0","0","0","0","0","0","NO"
"1","X509AuthTest.java","284","563","3","0","0","0","0","0","0","NO"
"12","LogChopper.java","158","403","4","0","0","0","0","0","0","NO"
"11","LogChopper.java","158","441","4","0","0","0","0","0","0","NO"
"3","X509AuthTest.java","284","548","3","0","0","0","0","0","0","NO"
"14","LogChopper.java","158","400","4","0","0","0","0","0","0","NO"
"2","X509AuthTest.java","284","558","3","0","0","0","0","0","0","NO"
"13","LogChopper.java","158","403","4","0","0","0","0","0","0","NO"
"2","TestCircularBlockingQueue.java","76","570","1","0","0","0","0","0","0","NO"
"3","TestCircularBlockingQueue.java","76","560","1","0","0","0","0","0","0","NO"
"1","TestCircularBlockingQueue.java","76","576","1","0","0","0","0","0","0","NO"
"6","TestCircularBlockingQueue.java","76","531","1","0","0","0","0","0","0","NO"
"7","TestCircularBlockingQueue.java","76","517","1","0","0","0","0","0","0","NO"
"4","TestCircularBlockingQueue.java","76","554","1","0","0","0","0","0","0","NO"
"5","TestCircularBlockingQueue.java","76","540","1","0","0","0","0","0","0","NO"
"8","TestCircularBlockingQueue.java","76","502","1","0","0","0","0","0","0","NO"
"9","TestCircularBlockingQueue.java","76","495","1","0","2","0","0","0","2","NO"
"4","ZKConfig.java","281","542","6","0","0","0","0","0","0","NO"
"5","ZKConfig.java","281","527","6","0","0","0","0","0","0","NO"
"6","ZKConfig.java","281","519","6","0","0","0","0","0","0","NO"
"7","ZKConfig.java","281","504","6","0","0","0","0","0","0","NO"
"1","ZKConfig.java","281","563","6","0","0","0","0","0","0","NO"
"2","ZKConfig.java","281","558","6","0","0","0","0","0","0","NO"
"3","ZKConfig.java","281","548","6","0","0","0","0","0","0","NO"
"8","ZKConfig.java","281","490","6","0","0","0","0","0","0","NO"
"9","ZKConfig.java","281","482","6","0","0","0","0","0","0","NO"
"10","WatchesReportTest.java","70","192","4","0","0","0","0","0","0","NO"
"19","WatchesReportTest.java","70","94","4","0","0","0","0","0","0","NO"
"12","WatchesReportTest.java","70","138","4","0","0","0","0","0","0","NO"
"11","WatchesReportTest.java","70","176","4","0","0","0","0","0","0","NO"
"14","WatchesReportTest.java","70","135","4","0","0","0","0","0","0","NO"
"13","WatchesReportTest.java","70","137","4","0","0","0","0","0","0","NO"
"16","WatchesReportTest.java","70","126","4","0","0","0","0","0","0","NO"
"15","WatchesReportTest.java","70","133","4","0","0","0","0","0","0","NO"
"18","WatchesReportTest.java","70","102","4","0","0","0","0","0","0","NO"
"17","WatchesReportTest.java","70","121","4","0","0","0","0","0","0","NO"
"2","QuorumServerConfigBuilder.java","166","573","1","0","0","0","0","0","0","NO"
"3","QuorumServerConfigBuilder.java","166","563","1","0","0","0","0","0","0","NO"
"1","QuorumServerConfigBuilder.java","166","578","1","0","0","0","0","0","0","NO"
"6","QuorumServerConfigBuilder.java","166","534","1","0","0","0","0","0","0","NO"
"7","QuorumServerConfigBuilder.java","166","519","1","0","0","0","0","0","0","NO"
"4","QuorumServerConfigBuilder.java","166","557","1","0","0","0","0","0","0","NO"
"5","QuorumServerConfigBuilder.java","166","542","1","0","0","0","0","0","0","NO"
"8","QuorumServerConfigBuilder.java","166","505","1","0","0","0","0","0","0","NO"
"9","QuorumServerConfigBuilder.java","166","497","1","0","0","0","0","0","0","NO"
"9","Toolbar.java","92","217","1","0","0","0","0","0","0","NO"
"8","Toolbar.java","92","225","1","0","0","0","0","0","0","NO"
"1","Toolbar.java","92","298","1","0","0","0","0","0","0","NO"
"3","Toolbar.java","92","283","1","0","1","0","0","0","1","NO"
"2","Toolbar.java","92","293","1","0","0","0","0","0","0","NO"
"5","Toolbar.java","92","262","1","0","0","0","0","0","0","NO"
"4","Toolbar.java","92","277","1","0","0","0","0","0","0","NO"
"7","Toolbar.java","92","239","1","0","0","0","0","0","0","NO"
"6","Toolbar.java","92","254","1","0","0","0","0","0","0","NO"
"10","JaasConfiguration.java","75","457","2","0","0","0","0","0","0","NO"
"2","ReadOnlyZooKeeperServer.java","189","558","9","0","0","0","0","0","0","NO"
"12","JvmPauseMonitor.java","210","403","2","0","0","0","0","0","0","NO"
"3","ReadOnlyZooKeeperServer.java","189","548","9","0","0","0","0","0","0","NO"
"11","JvmPauseMonitor.java","210","441","2","0","0","0","0","0","0","NO"
"14","JvmPauseMonitor.java","210","400","2","0","0","0","0","0","0","NO"
"1","ReadOnlyZooKeeperServer.java","189","563","9","0","0","0","0","0","0","NO"
"13","JvmPauseMonitor.java","210","403","2","0","0","0","0","0","0","NO"
"6","ReadOnlyZooKeeperServer.java","189","519","9","0","0","0","0","0","0","NO"
"16","JvmPauseMonitor.java","210","391","2","0","0","0","0","0","0","NO"
"7","ReadOnlyZooKeeperServer.java","189","504","9","0","0","0","0","0","0","NO"
"15","JvmPauseMonitor.java","210","398","2","0","0","0","0","0","0","NO"
"4","ReadOnlyZooKeeperServer.java","189","542","9","0","0","0","0","0","0","NO"
"18","JvmPauseMonitor.java","210","367","2","0","0","0","0","0","0","NO"
"5","ReadOnlyZooKeeperServer.java","189","527","9","0","0","0","0","0","0","NO"
"17","JvmPauseMonitor.java","210","386","2","0","0","0","0","0","0","NO"
"19","JvmPauseMonitor.java","210","359","2","0","0","0","0","0","0","NO"
"8","ReadOnlyZooKeeperServer.java","189","490","9","0","0","0","0","0","0","NO"
"9","ReadOnlyZooKeeperServer.java","189","482","9","0","0","0","0","0","0","NO"
"7","Login.java","442","504","9","0","0","0","0","0","0","NO"
"6","Login.java","442","519","9","0","0","0","0","0","0","NO"
"5","Login.java","442","527","9","0","0","0","0","0","0","NO"
"4","Login.java","442","542","9","0","0","0","0","0","0","NO"
"3","Login.java","442","548","9","0","0","0","0","0","0","NO"
"2","Login.java","442","558","9","0","0","0","0","0","0","NO"
"1","Login.java","442","563","9","0","0","0","0","0","0","NO"
"9","Login.java","442","482","9","0","3","0","0","0","3","NO"
"10","JvmPauseMonitor.java","210","457","2","0","0","0","0","0","0","NO"
"8","Login.java","442","490","9","0","0","0","0","0","0","NO"
"7","BenchMain.java","30","458","1","0","0","0","0","0","0","NO"
"11","JaasConfiguration.java","75","441","2","0","0","0","0","0","0","NO"
"6","BenchMain.java","30","473","1","0","0","0","0","0","0","NO"
"12","JaasConfiguration.java","75","403","2","0","0","0","0","0","0","NO"
"5","BenchMain.java","30","481","1","0","0","0","0","0","0","NO"
"13","JaasConfiguration.java","75","403","2","0","0","0","0","0","0","NO"
"4","BenchMain.java","30","496","1","0","0","0","0","0","0","NO"
"14","JaasConfiguration.java","75","400","2","0","0","0","0","0","0","NO"
"3","BenchMain.java","30","502","1","0","0","0","0","0","0","NO"
"15","JaasConfiguration.java","75","398","2","0","0","0","0","0","0","NO"
"2","BenchMain.java","30","512","1","0","0","0","0","0","0","NO"
"16","JaasConfiguration.java","75","391","2","0","0","0","0","0","0","NO"
"1","BenchMain.java","30","517","1","0","0","0","0","0","0","NO"
"17","JaasConfiguration.java","75","386","2","0","0","0","0","0","0","NO"
"18","JaasConfiguration.java","75","367","2","0","0","0","0","0","0","NO"
"19","JaasConfiguration.java","75","359","2","0","0","0","0","0","0","NO"
"9","BenchMain.java","30","436","1","0","0","0","0","0","0","NO"
"8","BenchMain.java","30","444","1","0","0","0","0","0","0","NO"
"10","ACLTest.java","305","457","9","0","0","0","0","0","0","NO"
"13","JLong.java","40","400","3","0","0","0","0","0","0","NO"
"14","JLong.java","40","397","3","0","0","0","0","0","0","NO"
"11","JLong.java","40","439","3","0","0","0","0","0","0","NO"
"12","JLong.java","40","400","3","0","0","0","0","0","0","NO"
"17","JLong.java","40","383","3","0","0","0","0","0","0","NO"
"18","JLong.java","40","364","3","0","0","0","0","0","0","NO"
"15","JLong.java","40","395","3","0","0","0","0","0","0","NO"
"19","SessionUpgradeTest.java","211","359","2","0","0","0","0","0","0","NO"
"16","JLong.java","40","389","3","0","0","0","0","0","0","NO"
"17","SessionUpgradeTest.java","211","386","2","0","0","0","0","0","0","NO"
"18","SessionUpgradeTest.java","211","367","2","0","0","0","0","0","0","NO"
"15","SessionUpgradeTest.java","211","398","2","0","0","0","0","0","0","NO"
"19","JLong.java","40","357","3","0","0","0","0","0","0","NO"
"16","SessionUpgradeTest.java","211","391","2","0","0","0","0","0","0","NO"
"13","SessionUpgradeTest.java","211","403","2","0","0","0","0","0","0","NO"
"14","SessionUpgradeTest.java","211","400","2","0","0","0","0","0","0","NO"
"11","SessionUpgradeTest.java","211","441","2","0","0","0","0","0","0","NO"
"12","SessionUpgradeTest.java","211","403","2","0","0","0","0","0","0","NO"
"9","ZooKeeperServerStartupTest.java","241","482","4","0","0","0","0","0","0","NO"
"8","ZooKeeperServerStartupTest.java","241","490","4","0","0","0","0","0","0","NO"
"10","SessionUpgradeTest.java","211","457","2","0","0","0","0","0","0","NO"
"8","BasicDataEncryptionManager.java","50","210","1","0","0","0","0","0","0","NO"
"9","BasicDataEncryptionManager.java","50","202","1","0","0","0","0","0","0","NO"
"1","ZooKeeperServerStartupTest.java","241","563","4","0","0","0","0","0","0","NO"
"4","BasicDataEncryptionManager.java","50","262","1","0","0","0","0","0","0","NO"
"5","BasicDataEncryptionManager.java","50","247","1","0","0","0","0","0","0","NO"
"3","ZooKeeperServerStartupTest.java","241","548","4","0","0","0","0","0","0","NO"
"6","BasicDataEncryptionManager.java","50","239","1","0","0","0","0","0","0","NO"
"2","ZooKeeperServerStartupTest.java","241","558","4","0","0","0","0","0","0","NO"
"7","BasicDataEncryptionManager.java","50","224","1","0","0","0","0","0","0","NO"
"5","ZooKeeperServerStartupTest.java","241","527","4","0","0","0","0","0","0","NO"
"1","BasicDataEncryptionManager.java","50","283","1","0","0","0","0","0","0","NO"
"4","ZooKeeperServerStartupTest.java","241","542","4","0","0","0","0","0","0","NO"
"10","JLong.java","40","454","3","0","0","0","0","0","0","NO"
"2","BasicDataEncryptionManager.java","50","278","1","0","0","0","0","0","0","NO"
"7","ZooKeeperServerStartupTest.java","241","504","4","0","0","0","0","0","0","NO"
"3","BasicDataEncryptionManager.java","50","268","1","0","0","0","0","0","0","NO"
"6","ZooKeeperServerStartupTest.java","241","519","4","0","0","0","0","0","0","NO"
"14","ACLTest.java","305","400","9","0","0","0","0","0","0","NO"
"13","ACLTest.java","305","403","9","0","0","0","0","0","0","NO"
"12","ACLTest.java","305","403","9","0","0","0","0","0","0","NO"
"11","ACLTest.java","305","441","9","178816","0","0","113849","-23","0","NO"
"18","ACLTest.java","305","367","9","0","0","0","0","0","0","NO"
"17","ACLTest.java","305","386","9","0","0","0","0","0","0","NO"
"16","ACLTest.java","305","391","9","0","0","0","0","0","0","NO"
"15","ACLTest.java","305","398","9","0","0","0","0","0","0","YES"
"19","ACLTest.java","305","359","9","0","0","0","0","0","0","NO"
"10","ReconfigRollingRestartCompatibilityTest.java","243","457","2","0","0","0","0","0","0","NO"
"19","ObserverMasterTestBase.java","120","397","1","0","0","0","0","0","0","NO"
"17","ObserverMasterTestBase.java","120","424","1","0","0","0","0","0","0","NO"
"18","ObserverMasterTestBase.java","120","404","1","0","0","0","0","0","0","NO"
"15","ObserverMasterTestBase.java","120","435","1","0","0","0","0","0","0","NO"
"16","ObserverMasterTestBase.java","120","429","1","0","0","0","0","0","0","NO"
"13","ObserverMasterTestBase.java","120","440","1","0","0","0","0","0","0","NO"
"14","ObserverMasterTestBase.java","120","437","1","0","0","0","0","0","0","NO"
"11","ObserverMasterTestBase.java","120","479","1","0","0","0","0","0","0","NO"
"12","ObserverMasterTestBase.java","120","441","1","0","0","0","0","0","0","NO"
"6","ZooKeeperServerTest.java","138","519","5","0","0","0","0","0","0","NO"
"7","ZooKeeperServerTest.java","138","504","5","0","0","0","0","0","0","NO"
"4","ZooKeeperServerTest.java","138","542","5","0","0","0","0","0","0","NO"
"5","ZooKeeperServerTest.java","138","527","5","185412","0","0","81259","0","0","NO"
"2","ZooKeeperServerTest.java","138","558","5","0","0","0","0","0","0","NO"
"3","ZooKeeperServerTest.java","138","548","5","0","0","0","0","0","0","NO"
"9","ZooInspectorManager.java","139","202","1","0","0","0","0","0","0","NO"
"1","ZooKeeperServerTest.java","138","563","5","0","0","0","0","0","0","NO"
"8","ZooInspectorManager.java","139","210","1","0","0","0","0","0","0","NO"
"7","ZooInspectorManager.java","139","224","1","0","0","0","0","0","0","NO"
"6","ZooInspectorManager.java","139","239","1","0","0","0","0","0","0","NO"
"5","ZooInspectorManager.java","139","247","1","0","0","0","0","0","0","NO"
"4","ZooInspectorManager.java","139","262","1","0","0","0","0","0","0","NO"
"3","ZooInspectorManager.java","139","268","1","0","0","0","0","0","0","NO"
"2","ZooInspectorManager.java","139","278","1","0","0","0","0","0","0","NO"
"1","ZooInspectorManager.java","139","283","1","0","0","0","0","0","0","NO"
"8","ZooKeeperServerTest.java","138","490","5","111118","0","0","110392","-19","0","NO"
"9","ZooKeeperServerTest.java","138","482","5","0","0","0","0","0","0","NO"
"3","SimpleCounter.java","56","548","4","0","0","0","0","0","0","NO"
"3","ZooKeeperThreadTest.java","86","548","3","0","0","0","0","0","0","NO"
"2","SimpleCounter.java","56","558","4","0","0","0","0","0","0","NO"
"2","ZooKeeperThreadTest.java","86","558","3","0","0","0","0","0","0","NO"
