"Date","Class","MAXLOC","AVGLOC","Index"
"2010-05-21 18:22","QuorumPeerMainTest.java","78226","-33","9"
"2017-07-28 00:36","AsyncCallback.java","257879","-12",""
"2015-05-14 18:40","NioNettySuiteBase.java","256985","3",""
"2009-11-18 20:06","QuorumPeerMainTest.java","57706","-24","6"
"2010-03-04 23:55","QuorumPeerMainTest.java","69214","-29","7"
"2019-08-17 17:13","ZooKeeperServerListener.java","256089","0",""
"2009-04-17 00:59","QuorumPeerMainTest.java","967","0","4"
"2009-07-17 00:09","QuorumPeerMainTest.java","43848","-14","5"
"2019-08-17 17:13","CommandBase.java","256151","8",""
"2010-01-26 01:17","FourLetterWordsTest.java","31519","11","7"
"2019-07-31 19:06","ServerMetrics.java","191634","2",""
"2019-08-17 17:13","ZooKeeperServerListenerImpl.java","255887","0",""
"2012-03-18 07:03","ZooKeeperMain.java","139193","14","16"
"2019-12-28 16:17","SessionTest.java","266748","-24",""
"2012-11-17 15:03","HostProvider.java","31872","0","19"
"2019-10-10 14:37","SerializationPerfTest.java","261595","-23",""
"2016-08-24 01:36","ReconfigBackupTest.java","256146","6",""
"2011-09-29 09:40","SaslServerCallbackHandler.java","4053","0","11"
"2012-08-28 21:51","SaslServerCallbackHandler.java","16052","0","18"
"2011-05-16 19:39","ZooKeeperMain.java","135641","8","11"
"2019-10-10 14:37","LocalSessionsOnlyTest.java","260120","3",""
"2010-07-05 20:20","FourLetterWordsTest.java","46865","9","9"
"2010-03-31 06:26","ClientPortBindTest.java","3968","0","8"
"2010-08-18 08:24","ClientPortBindTest.java","28289","19","9"
"2020-05-05 21:20","Request.java","271979","-14",""
"2019-11-14 03:54","LocalPeerMXBean.java","265715","11",""
"2010-03-31 06:26","QuorumQuotaTest.java","79617","0","8"
"2010-01-25 04:28","LeaderBean.java","76980","0","7"
"2011-04-12 09:14","FileSnap.java","122033","-8","11"
"2019-08-17 17:13","FLENewEpochTest.java","261369","0",""
"2019-11-14 03:54","NIOServerCnxnFactory.java","264994","-7",""
"2009-07-31 21:07","QuorumQuotaTest.java","45819","0","5"
"2009-11-18 20:06","AsyncHammerTest.java","12927","-37","6"
"2019-05-08 21:54","MiniKdc.java","258833","-1",""
"2019-08-17 17:13","MultiOperationTest.java","259816","1",""
"2019-10-10 14:37","AtomicFileOutputStream.java","260217","11",""
"2010-11-17 15:59","QuorumCnxManager.java","173680","-10","10"
"2019-07-02 07:34","Observer.java","266804","7",""
"2019-10-10 14:37","ZooKeeperServerStartupTest.java","259029","1",""
"2019-10-10 14:37","JettyAdminServer.java","271354","0",""
"2010-08-17 09:24","WadlTest.java","73013","0","9"
"2019-08-17 17:13","PathTrieTest.java","23431","0",""
"2019-08-17 17:13","MetricsUtils.java","47813","0",""
"2010-08-17 09:24","ZooKeeperService.java","73013","0","9"
"2010-03-31 06:26","StatTest.java","108419","0","8"
"2010-05-05 22:32","AsyncHammerTest.java","40121","-37","8"
"2019-08-17 17:13","NonRecoverableErrorTest.java","255887","0",""
"2010-03-31 06:26","ChrootAsyncTest.java","42660","0","8"
"2015-07-07 07:11","WadlTest.java","129600","0",""
"2011-11-14 20:18","PrepRequestProcessor.java","138970","9","11"
"2019-01-30 16:43","Metric.java","174230","11",""
"2012-04-14 02:32","PrepRequestProcessor.java","138801","21","17"
"2012-02-06 10:39","PrepRequestProcessor.java","137109","1","15"
"2019-08-17 17:13","AsyncHammerTest.java","261237","-12",""
"2019-08-17 17:13","StatTest.java","257710","0",""
"2012-03-15 17:47","PrepRequestProcessor.java","138331","-6","16"
"2019-08-17 17:13","ChrootAsyncTest.java","261253","0",""
"2011-12-28 01:26","QuorumCnxManager.java","136260","21","14"
"2019-08-17 17:13","InvalidSnapCountTest.java","256367","37",""
"2011-04-12 09:14","QuorumCnxManager.java","175322","0","11"
"2012-06-29 22:08","QuorumCnxManager.java","139621","-24","17"
"2016-08-05 23:05","CommandNotFoundException.java","255887","-2",""
"2010-01-25 04:28","Observer.java","6269","0","7"
"2010-03-31 06:26","FLENewEpochTest.java","77672","0","8"
"2011-04-12 09:14","ACLTest.java","113849","-23","11"
"2016-12-20 14:47","LeaderBean.java","257706","1",""
"2010-01-25 04:28","Request.java","111851","15","7"
"2010-03-12 19:26","LocalPeerMXBean.java","87093","0","7"
"2009-12-11 21:24","Request.java","107960","22","6"
"2019-05-08 21:54","MetricsProviderBootstrap.java","174233","22",""
"2019-01-31 15:55","RemoveWatchesCommand.java","256271","26",""
"2009-06-26 22:29","Request.java","92998","-16","4"
"2011-06-14 07:14","QuorumPeerTestBase.java","48248","0","11"
"2019-08-17 17:13","QuorumQuotaTest.java","257687","0",""
"2009-07-17 00:09","FLENewEpochTest.java","43357","0","5"
"2009-06-18 18:37","FLENewEpochTest.java","33396","0","4"
"2012-07-17 23:25","QuorumPeerTestBase.java","67045","7","17"
"2010-03-13 01:06","FLENewEpochTest.java","76545","0","7"
"2019-08-17 17:13","PemReaderTest.java","68806","0",""
"2014-06-27 23:47","StaticHostProvider.java","256985","0",""
"2019-08-17 17:13","X509Exception.java","256083","0",""
"2010-07-05 20:20","DataTree.java","133333","6","9"
"2020-01-28 17:26","LearnerTest.java","268642","2",""
"2018-07-27 05:16","ClientCnxn.java","272109","-18",""
"2019-08-17 17:13","BitHashSetTest.java","174218","0",""
"2019-08-17 17:13","MultiAsyncTransactionTest.java","256366","0",""
"2019-10-10 14:37","MessageTracker.java","6813","0",""
"2009-06-18 18:37","DataTree.java","85198","2","4"
"2009-11-07 08:16","TxnLog.java","87520","2","6"
"2010-01-26 01:17","DataTree.java","112286","-14","7"
"2009-11-12 23:48","DataTree.java","105066","2","6"
"2009-02-20 01:23","TxnLog.java","41172","0","3"
"2019-08-17 17:13","StandaloneDisabledTest.java","260045","-8",""
"2009-02-03 06:23","DataTree.java","52690","22","2"
"2019-06-20 20:25","ToStringOutputArchive.java","255310","10",""
"2011-04-12 09:14","CRCTest.java","110187","-39","11"
"2011-04-12 09:14","FilterParser.java","14937","0","11"
"2019-08-17 17:13","WatchedEventTest.java","257500","0",""
"2019-08-17 17:13","ZooKeeperThreadTest.java","256291","0",""
"2009-07-17 00:09","ZooKeeperServerTest.java","81259","0","5"
"2019-08-17 17:13","SaslTestUtil.java","29313","0",""
"2019-08-17 17:13","SimpleCounter.java","174230","15",""
"2010-03-12 19:26","LocalPeerBean.java","87093","0","7"
"2015-07-07 07:11","GetChildrenTest.java","129600","-5",""
"2010-08-18 08:24","LocalPeerBean.java","108101","40","9"
"2010-03-31 06:26","ZooKeeperServerTest.java","110392","-19","8"
"2019-08-17 17:13","Emulate353TTLTest.java","254922","-16",""
"2018-06-26 11:18","LocalPeerBean.java","265715","2",""
"2010-04-22 07:42","GetChildrenTest.java","55038","0","8"
"2010-08-17 09:24","GetChildrenTest.java","73013","-5","9"
"2009-05-22 21:06","ToStringOutputArchive.java","67719","0","4"
"2019-08-17 17:13","EnsembleAuthTest.java","50898","0",""
"2019-08-17 17:13","SaslAuthTest.java","255250","14",""
"2019-08-17 17:13","ZooKeeperServerTest.java","257710","-19",""
"2019-08-17 17:13","IsroCommand.java","255967","5",""
"2010-03-31 06:26","WatchedEventTest.java","40968","0","8"
"2011-10-25 08:09","RepeatStartupTest.java","110913","1","11"
"2019-08-17 17:13","GetEphemeralsCommand.java","54043","0",""
"2009-11-07 01:48","ClientCnxn.java","100252","11","6"
"2010-01-26 03:22","ClientCnxn.java","115451","-18","7"
"2009-06-25 00:59","ClientCnxn.java","93060","34","4"
"2009-07-17 00:09","ClientCnxn.java","94241","21","5"
"2009-01-28 01:15","ClientCnxn.java","40206","-35","2"
"2008-11-19 11:20","ClientCnxn.java","35600","34","1"
"2011-04-29 18:12","FLETest.java","125533","-19","11"
"2011-12-23 20:46","FLETest.java","126001","-19","14"
"2019-11-11 13:59","AuthenticationProvider.java","265116","0",""
"2019-08-09 16:15","DataTree.java","266841","-4",""
"2012-04-23 01:20","FLETest.java","129378","-19","17"
"2010-08-05 09:09","ClientCnxn.java","174039","-16","9"
"2015-03-08 23:07","UpgradeableSessionTracker.java","260120","4",""
"2019-04-12 19:06","TxnLog.java","266841","3",""
"2010-11-10 23:36","NettyServerCnxnFactory.java","32249","0","9"
"2019-08-17 17:13","UnifiedServerSocketTest.java","111485","1",""
"2018-09-11 15:23","ZooKeeperServerMain.java","265260","24",""
"2020-05-17 15:13","ClientCnxnSocketFragilityTest.java","8483","0",""
"2009-12-03 03:12","CommitProcessor.java","107878","63","6"
"2019-08-17 17:13","RemotePeerBeanTest.java","255925","-20",""
"2019-08-17 17:13","ClientSSLTest.java","111485","11",""
"2019-08-17 17:13","WatchesSummary.java","256151","26",""
"2009-02-20 01:23","CommitProcessor.java","53712","36","3"
"2009-01-16 00:48","CommitProcessor.java","39341","36","2"
"2019-08-17 17:13","ServerConfigTest.java","255276","4",""
"2010-03-19 18:29","InstanceManager.java","81607","0","7"
"2019-10-10 14:37","PurgeTxnTest.java","269335","18",""
"2010-08-18 08:24","CommitProcessor.java","142314","-16","9"
"2019-05-08 21:54","WatcherOrBitSetTest.java","174218","-16",""
"2019-08-17 17:13","RequestPathMetricsCollectorTest.java","24863","0",""
"2011-04-12 09:14","AsyncTest.java","134347","0","11"
"2019-08-17 17:13","FLEZeroWeightTest.java","261252","4",""
"2019-08-17 17:13","SaslQuorumServerCallbackHandler.java","255079","0",""
"2011-08-21 02:53","ZooKeeperServer.java","136783","-19","11"
"2020-05-04 14:17","FileChangeWatcherTest.java","86329","7",""
"2011-12-28 07:07","ZooKeeperServer.java","137121","11","14"
"2019-08-17 17:13","FilePadding.java","258764","14",""
"2012-02-11 00:34","ZooKeeperServer.java","138094","17","15"
"2012-03-15 17:47","ZooKeeperServer.java","139135","19","16"
"2019-08-17 17:13","MiniKdcTest.java","255079","0",""
"2010-03-13 01:06","FLEZeroWeightTest.java","38562","27","7"
"2018-06-26 11:18","RemotePeerBean.java","264719","0",""
"2009-08-11 23:09","FLEZeroWeightTest.java","1632","0","5"
"2019-08-17 17:13","AvgMinMaxPercentileCounterTest.java","52485","0",""
"2011-10-20 20:02","LeaderZooKeeperServer.java","134435","17","11"
"2010-03-31 06:26","FLEZeroWeightTest.java","40235","0","8"
"2019-08-17 17:13","QuorumAuthServer.java","255079","0",""
"2012-01-31 07:45","LeaderZooKeeperServer.java","136662","-5","15"
"2019-08-27 09:23","DistributedQueue.java","260940","2",""
"2012-03-17 01:31","Op.java","17466","0","16"
"2009-01-15 23:57","ZooKeeperServerMain.java","40656","8","2"
"2012-04-23 01:20","QuorumBase.java","108480","24","17"
"2008-11-18 18:22","ZooKeeperServerMain.java","36151","-87","1"
"2019-07-29 17:15","JString.java","254590","0",""
"2020-03-25 03:38","CommitProcessor.java","270948","10",""
"2019-12-27 22:33","NodeHashMapImpl.java","42830","10",""
"2019-08-17 17:13","IntegrityCheck.java","261253","0",""
"2009-04-07 00:19","ZooKeeperServerMain.java","84122","8","4"
"2011-05-20 01:17","QuorumBase.java","95150","-25","11"
"2019-08-17 17:13","AclParser.java","256502","0",""
"2019-11-23 17:08","NettyServerCnxnFactory.java","268712","6",""
"2010-08-18 08:24","ZooKeeperServerMain.java","143198","3","9"
"2019-08-17 17:13","InstanceManager.java","257689","0",""
"2019-08-17 17:13","JKSFileLoaderTest.java","68806","0",""
"2010-01-21 22:44","CGenerator.java","36687","0","7"
"2015-03-08 23:07","SessionTrackerCheckTest.java","256367","-21",""
"2019-08-17 17:13","ConnectionMXBean.java","257706","0",""
"2019-10-10 14:37","SaslAuthMissingClientConfigTest.java","260403","0",""
"2010-08-17 09:24","RestMain.java","73013","0","9"
"2012-08-28 21:51","ZooKeeperSaslServer.java","16052","0","18"
"2010-04-22 07:42","RuntimeExceptionMapper.java","55038","0","8"
"2019-07-29 17:15","JavaGenerator.java","255100","-5",""
"2013-10-09 22:21","FinalRequestProcessor.java","270950","24",""
"2018-08-06 14:11","GenerateLoad.java","257687","0",""
"2012-03-15 18:01","TestableZooKeeper.java","116065","-17","16"
"2009-06-26 22:29","FinalRequestProcessor.java","92998","17","4"
"2009-11-12 20:53","FinalRequestProcessor.java","100397","4","6"
"2010-03-19 07:46","FinalRequestProcessor.java","122247","26","7"
"2009-02-20 01:23","GenerateLoad.java","3037","0","3"
"2008-12-22 23:23","FinalRequestProcessor.java","39341","-6","2"
"2019-08-06 01:49","CommitProcessorMetricsTest.java","46141","-12",""
"2019-08-17 17:13","DigestLoginModule.java","256904","0",""
"2010-08-18 08:24","FinalRequestProcessor.java","142314","0","9"
"2019-08-17 17:13","DatadirCleanupManagerTest.java","256765","0",""
"2019-08-17 17:13","DumpCommand.java","255967","0",""
"2019-07-29 17:15","CGenerator.java","255100","0",""
"2016-05-02 18:15","ServerCnxnFactory.java","264994","6",""
"2019-09-18 11:20","RemoveWatchesCmdTest.java","259183","6",""
"2019-08-17 17:13","LearnerSyncThrottler.java","28807","0",""
"2019-06-04 10:55","CommandsTest.java","264194","-16",""
"2020-05-17 15:13","ClientRequestTimeoutTest.java","270141","3",""
"2019-10-10 14:37","ServerCnxnTest.java","260166","11",""
"2009-11-12 20:53","ConnectionMXBean.java","65238","0","6"
"2018-12-06 10:56","Vote.java","257710","15",""
"2019-08-17 17:13","AbstractFourLetterCommand.java","255967","0",""
"2010-03-31 06:26","ZooKeeperQuotaTest.java","79617","13","8"
"2017-09-11 18:55","Throughput.java","99601","0",""
"2019-06-03 19:40","PortForwarder.java","260217","3",""
"2010-03-12 23:36","ZKDatabase.java","22628","-26","7"
"2019-07-29 17:15","Utils.java","255302","-30",""
"2009-07-31 21:07","ZooKeeperQuotaTest.java","45819","0","5"
"2019-10-10 14:37","NettyUtils.java","73487","0",""
"2010-07-27 00:44","ZKDatabase.java","41189","9","9"
"2010-07-05 21:50","FastLeaderElection.java","133740","-13","9"
"2010-03-31 06:26","QuorumHammerTest.java","38033","0","8"
"2019-01-31 15:55","ListQuotaCommand.java","256502","0",""
"2008-12-12 21:21","FastLeaderElection.java","36706","-1","2"
"2019-08-17 17:13","SyncedLearnerTracker.java","256154","0",""
"2010-04-22 07:42","SetTest.java","55038","0","8"
"2010-08-17 09:24","SetTest.java","73013","0","9"
"2009-06-30 22:47","FastLeaderElection.java","93847","-3","4"
"2011-07-25 23:31","WatchManager.java","102777","-7","11"
"2009-08-11 23:09","FastLeaderElection.java","95769","-16","5"
"2019-08-17 17:13","ZooKeeperCriticalThreadMetricsTest.java","49832","0",""
"2009-12-15 23:23","FastLeaderElection.java","122157","-16","7"
"2009-11-18 20:06","QuorumHammerTest.java","12927","0","6"
"2015-07-07 07:11","SetTest.java","129600","0",""
"2019-08-17 17:13","CliWrapperException.java","255887","11",""
"2019-08-17 17:13","ZooKeeperTest.java","257012","-19",""
"2019-08-17 17:13","FastLeaderElection.java","271537","-3",""
"2019-08-17 17:13","QuorumHammerTest.java","257484","0",""
"2019-09-10 00:27","ZKDatabase.java","266740","20",""
"2012-03-06 09:20","QuorumPeerMain.java","138331","5","16"
"2019-08-17 17:13","TestByteBufAllocator.java","67761","0",""
"2012-04-23 01:20","QuorumPeerMain.java","140375","12","17"
"2011-04-12 09:14","QuorumPeerMain.java","135930","8","11"
"2019-07-17 13:42","ZooKeeperQuotaTest.java","257687","0",""
"2019-11-18 09:05","MockServerCnxn.java","260679","58",""
"2017-09-11 18:55","QuorumRequestPipelineTest.java","256150","-5",""
"2010-03-13 01:06","HierarchicalQuorumTest.java","66980","0","7"
"2019-07-29 17:15","JFloat.java","254590","0",""
"2009-09-16 02:09","HierarchicalQuorumTest.java","48346","0","6"
"2019-07-29 17:15","JType.java","254590","0",""
"2009-08-11 23:09","HierarchicalQuorumTest.java","34986","0","5"
"2019-12-27 22:33","QuorumBean.java","266840","9",""
"2011-11-14 20:18","LearnerSessionTracker.java","73216","5","11"
"2009-06-18 18:37","HierarchicalQuorumTest.java","22640","0","4"
"2011-04-12 09:14","QuorumMaj.java","83159","0","11"
"2010-05-05 22:32","HierarchicalQuorumTest.java","68135","-2","8"
"2019-11-29 14:49","ReconfigExceptionTest.java","263453","2",""
"2012-04-23 01:20","QuorumMaj.java","97889","1","17"
"2009-07-17 00:09","ChrootClientTest.java","2463","0","5"
"2009-09-16 02:09","ChrootClientTest.java","6174","28","6"
"2011-07-29 10:14","ZkDatabaseCorruptionTest.java","51380","13","11"
"2013-12-17 17:55","CreateMode.java","256932","28",""
"2019-07-25 21:41","ObserverMaster.java","77796","-9",""
"2011-12-21 21:39","LoadFromLogTest.java","20820","-53","14"
"2011-07-28 07:49","LoadFromLogTest.java","12086","-54","11"
"2019-08-17 17:13","ZookeeperBanner.java","50498","0",""
"2009-10-30 17:19","LearnerSyncRequest.java","85287","0","6"
"2010-03-31 06:26","ChrootClientTest.java","42660","3","8"
"2019-04-12 12:29","DataTreeTest.java","266740","-5",""
"2011-08-11 08:00","ServerCnxn.java","105575","22","11"
"2012-03-06 09:20","LoadFromLogTest.java","22668","-22","16"
"2012-09-03 07:56","Environment.java","118889","-15","18"
"2019-10-10 14:37","ChrootClientTest.java","261253","0",""
"2011-04-12 09:14","Environment.java","103630","0","11"
"2019-08-17 17:13","ReadOnlyBean.java","256910","0",""
"2019-08-17 17:13","LearnerSyncRequest.java","257710","-15",""
"2019-12-28 16:17","FollowerResyncConcurrencyTest.java","266630","-14",""
"2019-11-29 14:49","ObserverBean.java","264683","13",""
"2011-04-12 09:14","RootTest.java","27319","1","11"
"2019-08-17 17:13","MockNIOServerCnxn.java","256360","0",""
"2017-05-11 16:59","HierarchicalQuorumTest.java","261311","-2",""
"2011-09-17 02:36","LearnerHandler.java","135955","16","11"
"2012-07-29 07:02","LearnerHandler.java","140989","-7","17"
"2019-08-05 15:29","PrometheusMetricsProviderTest.java","19464","0",""
"2019-08-17 17:13","StatsTrack.java","257687","0",""
"2012-02-06 09:40","LearnerHandler.java","137061","19","15"
"2019-08-17 17:13","StandaloneTest.java","256271","0",""
"2019-10-10 14:37","ProviderRegistry.java","261463","-14",""
"2017-09-11 18:55","CppGenerator.java","255100","11",""
"2019-04-12 19:01","AvgMinMaxCounterSet.java","69193","2",""
"2019-08-17 17:13","AdHash.java","42830","0",""
"2019-08-17 17:13","SnapShot.java","257710","0",""
"2012-09-28 18:32","SaslAuthDesignatedClientTest.java","8176","0","19"
"2019-08-17 17:13","IOUtils.java","256464","0",""
"2011-04-12 09:14","ClientHammerTest.java","56963","100","11"
"2019-08-17 17:13","Summary.java","212928","0",""
"2019-12-28 16:17","CloseSessionTxnTest.java","15801","0",""
"2019-08-17 17:13","DigestWatcher.java","25455","0",""
"2019-02-13 13:12","ZooKeeperServerBeanTest.java","255916","-19",""
"2019-08-17 17:13","WatcherOrBitSet.java","174218","0",""
"2011-04-12 09:14","FollowerZooKeeperServer.java","144477","4","11"
"2019-08-17 17:13","WorkerService.java","256464","-9",""
"2014-11-29 16:53","NumEvents.java","82724","-1",""
"2019-08-17 17:13","SetTraceMaskCommand.java","255967","0",""
"2020-03-26 22:19","ZooKeeperAdmin.java","269755","17",""
"2019-08-17 17:13","ConfCommand.java","255967","68",""
"2010-03-12 23:36","SnapShot.java","109693","0","7"
"2019-08-17 17:13","MetricsProvider.java","212928","-53",""
"2019-08-17 17:13","BitHashSet.java","174218","6",""
"2011-01-22 20:38","LearnerHandler.java","174897","20","10"
"2010-01-21 22:44","CppGenerator.java","36687","0","7"
"2020-02-16 10:25","QuorumPeerMainMultiAddressTest.java","8112","0",""
"2020-03-25 03:38","SyncRequestProcessor.java","270948","19",""
"2019-08-17 17:13","CreateCommand.java","256502","-11",""
"2009-06-18 18:37","FileTxnSnapLog.java","72814","-5","4"
"2020-03-01 06:42","ManagedUtil.java","269545","0",""
"2019-11-11 13:59","ZKUtil.java","270022","4",""
"2009-11-07 08:16","FileTxnSnapLog.java","87520","7","6"
"2019-09-11 10:27","FuzzySnapshotRelatedTest.java","186102","-26",""
"2011-08-30 08:37","ReadOnlyZooKeeperServer.java","13112","0","11"
"2019-07-29 17:15","JCompType.java","254590","0",""
"2010-03-12 23:36","FileTxnSnapLog.java","109693","-17","7"
"2009-01-31 02:18","FileTxnSnapLog.java","37514","7","2"
"2009-02-20 01:23","FileTxnSnapLog.java","41172","4","3"
"2019-08-17 17:13","GetAllChildrenNumberCommand.java","51869","0",""
"2019-08-17 17:13","WatchesPathReport.java","256151","43",""
"2018-12-09 03:16","FollowerBean.java","257706","-18",""
"2017-01-05 22:32","ZooKeeperServerMainTest.java","257596","-28",""
"2019-08-17 17:13","JaasConfiguration.java","256464","0",""
"2018-07-16 05:45","HostProvider.java","256985","20",""
"2019-08-17 17:13","QuorumAuthUpgradeTest.java","267491","-16",""
"2011-04-12 09:14","SessionTest.java","134871","24","11"
"2011-06-23 18:01","SerializationPerfTest.java","136517","-23","11"
"2016-10-17 10:27","SaslServerCallbackHandler.java","260657","4",""
"2019-08-17 17:13","ByteBufferInputStream.java","256761","3",""
"2010-01-25 04:35","SledgeHammer.java","76983","0","7"
"2018-08-06 14:11","ZooKeeperMain.java","271275","19",""
"2012-02-11 00:34","FourLetterWordsTest.java","68335","12","15"
"2014-01-24 07:18","Watcher.java","263320","0",""
"2010-11-10 23:36","ZooKeeperMain.java","174494","19","9"
"2019-08-17 17:13","ReconfigRecoveryTest.java","256406","25",""
"2011-08-11 08:00","FourLetterWordsTest.java","59555","9","11"
"2011-04-12 09:14","MeasureThroughput.java","14937","0","11"
"2019-08-17 17:13","BitMap.java","174218","-2",""
"2009-07-31 22:32","ZooKeeperMain.java","94954","18","5"
"2009-05-08 00:34","ZooKeeperMain.java","85368","18","4"
"2019-08-17 17:13","SledgeHammer.java","257706","-21",""
"2019-08-17 17:13","TxnLogToolkitTest.java","255010","15",""
"2009-02-03 06:23","ZooKeeperMain.java","54088","0","2"
"2019-08-17 17:13","JvmPauseMonitor.java","47204","0",""
"2009-01-16 00:48","SyncRequestProcessor.java","40033","1","2"
"2009-02-20 01:23","SyncRequestProcessor.java","54394","1","3"
"2009-01-15 23:57","ManagedUtil.java","2775","0","2"
"2019-08-17 17:13","FileTxnSnapLog.java","268637","23",""
"2009-06-18 18:37","SyncRequestProcessor.java","85872","3","4"
"2019-12-27 22:33","AdHashTest.java","42830","-31",""
"2011-04-12 09:14","Log4JEntry.java","14937","0","11"
"2009-11-07 08:16","SyncRequestProcessor.java","100274","3","6"
"2010-03-14 05:01","SyncRequestProcessor.java","122286","0","7"
"2011-10-24 08:44","Login.java","4979","0","11"
"2010-03-31 06:26","ZooKeeperServerMainTest.java","77194","0","8"
"2010-08-18 08:24","SyncRequestProcessor.java","142742","6","9"
"2011-06-14 07:14","QuorumPeerMainTest.java","101022","-12","11"
"2019-11-11 13:59","GetAclCommand.java","263940","-16",""
"2012-04-23 01:20","QuorumPeerMainTest.java","106618","0","17"
"2020-05-21 14:13","ZKHostnameVerifier.java","134640","-8",""
"2019-08-17 17:13","ClientWatchManager.java","256904","0",""
"2019-08-17 17:13","SaslAuthRequiredFailWrongSASLTest.java","29313","0",""
"2019-08-17 17:13","ByteBufferInputStreamTest.java","256155","0",""
"2012-09-28 18:32","Login.java","16624","1","19"
"2011-04-12 09:14","WadlTest.java","72010","6","11"
"2019-08-17 17:13","FLEOutOfElectionTest.java","65934","0",""
"2012-12-19 19:16","PrepRequestProcessor.java","270948","-4",""
"2019-08-17 17:13","TestByteBufAllocatorTestHelper.java","67761","0",""
"2019-08-17 17:13","ClientSkipACLTest.java","256147","0",""
"2011-04-12 09:14","ZooKeeperService.java","72010","13","11"
"2019-08-17 17:13","FileTxnSnapLogTest.java","265557","0",""
"2011-04-12 09:14","AsyncHammerTest.java","56963","-37","11"
"2011-04-12 09:14","ChrootAsyncTest.java","61368","24","11"
"2011-02-07 20:26","Observer.java","83054","-17","10"
"2019-08-17 17:13","QuorumAuthLearner.java","255079","0",""
"2018-07-27 12:32","QuorumCnxManager.java","270277","2",""
"2010-03-12 23:36","FileSnap.java","109693","-14","7"
"2012-02-27 03:41","LeaderBean.java","111383","0","16"
"2009-04-17 20:11","FileSnap.java","43493","-11","4"
"2019-08-17 17:13","ACLTest.java","261463","17",""
"2009-01-31 02:18","FileSnap.java","37514","-13","2"
"2019-12-28 16:17","CreateTTLTest.java","265999","36",""
"2019-08-17 17:13","ServerAuthenticationProvider.java","255292","0",""
"2018-10-12 10:25","QuorumPeerTestBase.java","266804","7",""
"2019-08-17 17:13","ZKTrustManagerTest.java","111485","0",""
"2010-03-31 06:26","QuorumPeerTestBase.java","27870","15","8"
"2016-12-22 23:23","DirsCommand.java","255966","-36",""
"2009-01-15 23:57","ACLTest.java","17404","0","2"
"2011-10-20 20:02","Request.java","138970","24","11"
"2020-01-28 17:26","FileSnap.java","268637","0",""
"2019-08-17 17:13","ReferenceCountedACLCacheTest.java","255887","-28",""
"2019-04-12 19:01","AvgMinMaxPercentileCounter.java","52485","-38",""
"2009-07-17 00:09","ACLTest.java","72686","-22","5"
"2009-06-25 22:41","ACLTest.java","71403","-22","4"
"2011-04-12 09:14","FLENewEpochTest.java","92545","0","11"
"2010-08-18 08:24","ACLTest.java","122004","-23","9"
"2019-08-17 17:13","Command.java","256151","-27",""
"2010-03-31 06:26","ACLTest.java","102015","-23","8"
"2012-08-28 21:51","NIOServerCnxnFactory.java","31889","-1","18"
"2011-04-12 09:14","NIOServerCnxnFactory.java","17925","9","11"
"2018-07-18 15:49","ServerStatsTest.java","254848","15",""
"2019-10-10 14:37","SessionUpgradeQuorumTest.java","216682","0",""
"2011-12-28 07:07","NIOServerCnxnFactory.java","24098","10","14"
"2010-03-13 01:06","QuorumPeerTestBase.java","24575","0","7"
"2009-01-31 00:01","PrepRequestProcessor.java","48388","-57","2"
"2009-02-20 01:23","PrepRequestProcessor.java","53712","12","3"
"2011-09-17 02:13","MultiOperationTest.java","11834","-17","11"
"2010-10-20 00:32","QuorumCnxManager.java","172240","4","9"
"2019-07-29 17:15","JLong.java","254590","0",""
"2009-11-07 01:48","PrepRequestProcessor.java","107960","14","6"
"2012-03-17 01:31","MultiOperationTest.java","17466","27","16"
"2010-01-25 04:28","PrepRequestProcessor.java","111851","-29","7"
"2012-02-06 11:13","MultiOperationTest.java","16020","-15","15"
"2009-06-18 18:37","PrepRequestProcessor.java","92998","-3","4"
"2019-08-17 17:13","WatchesPathReportTest.java","256151","0",""
"2011-10-20 20:02","Observer.java","58413","-21","11"
"2009-01-16 00:48","QuorumCnxManager.java","39341","-38","2"
"2010-08-18 08:24","PrepRequestProcessor.java","142314","-23","9"
"2010-01-21 04:08","QuorumCnxManager.java","111354","-24","7"
"2009-10-27 22:14","QuorumCnxManager.java","107501","15","6"
"2009-08-11 00:24","QuorumCnxManager.java","94607","15","5"
"2019-10-10 14:37","SessionUpgradeTest.java","260120","16",""
"2009-05-20 22:16","QuorumCnxManager.java","93319","22","4"
"2019-08-17 17:13","SyncRequestProcessorMetricTest.java","43507","0",""
"2019-08-17 17:13","SerializeUtilsTest.java","255075","-9",""
"2019-01-07 14:55","LeaderBeanTest.java","265525","24",""
"2019-10-10 14:37","SyncCallTest.java","261000","0",""
"2009-07-17 00:09","CRCTest.java","68909","9","5"
"2019-12-27 22:33","SnapshotFormatter.java","265554","-10",""
"2009-05-22 09:43","CRCTest.java","60263","9","4"
"2011-09-27 03:05","ZooKeeperServerTest.java","125956","-19","11"
"2010-08-18 08:24","CRCTest.java","118315","37","9"
"2010-03-31 06:26","CRCTest.java","98325","9","8"
"2019-08-17 17:13","RepeatStartupTest.java","257706","1",""
"2019-11-18 09:05","DumbWatcher.java","180358","1",""
"2019-12-27 22:33","QuorumMXBean.java","266840","-30",""
"2011-04-12 09:14","LogSkipList.java","14937","0","11"
"2019-08-17 17:13","MalformedCommandException.java","255887","2",""
"2019-10-10 14:37","FLETest.java","261463","0",""
